catch_ID,session_ID,month,day,year,island_code,subisland_code,site_code,lat,long,capture_time,release_time,species,band_no,recapture,band_replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
20050708_SBI_ESP_43,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 2:31,ND,ASSP,1971-01999,N,N,N,4,57,20,37,ND,ND,ND,137,ND,ND,HMN,N,NA
20050709_SBI_ESP_23,20050709_SBI_ESP,7,9,2005,SBI,SBI,ESP,33.482528,-119.041599,7/10/2005 2:00,ND,ASSP,1971-01824,N,N,N,0,45,15,30,ND,ND,ND,137,ND,ND,HMN,N,RETS VERY WORN
20050709_SBI_ESP_24,20050709_SBI_ESP,7,9,2005,SBI,SBI,ESP,33.482528,-119.041599,7/10/2005 2:04,ND,ASSP,1971-01825,N,N,N,3,47,16,31,ND,ND,ND,137,ND,ND,HMN,N,NA
20050709_SBI_AP_17,20050709_SBI_AP,7,9,2005,SBI,SBI,AP,33.487622,-119.028535,7/10/2005 2:44,ND,ASSP,1971-01936,N,N,N,4.5,59,23,36,15.3,ND,23.9,137,ND,ND,PM,N,NA
20050709_SBI_AP_18,20050709_SBI_AP,7,9,2005,SBI,SBI,AP,33.487622,-119.028535,7/10/2005 2:56,ND,ASSP,1971-01937,N,N,N,3,54,16,38,14.8,ND,24.1,137,ND,ND,PM,N,NA
20050802_SBI_ESP_15,20050802_SBI_ESP,8,2,2005,SBI,SBI,ESP,33.482528,-119.041599,8/2/2005 23:33,ND,ASSP,1971-01776,N,N,N,4,51,20,31,14.71,37.82,23.28,137,ND,M,JA,N,NA
20050802_SBI_ESP_21,20050802_SBI_ESP,8,2,2005,SBI,SBI,ESP,33.482528,-119.041599,8/3/2005 1:03,ND,ASSP,1971-01784,N,N,N,3,54,20,34,ND,ND,ND,137,ND,ND,JA,N,NA
20050708_SCI_SR1_30,20050708_SCI_SR1,7,8,2005,SCI,SR,SR1,34.047666,-119.547674,7/9/2005 3:08,ND,ASSP,1971-01687,N,N,N,0,57,24,33,ND,ND,ND,137,ND,ND,JA,N,NA
20050810_SCI_SR1_08,20050810_SCI_SR1,8,10,2005,SCI,SR,SR1,34.047666,-119.547674,8/10/2005 22:21,ND,ASSP,1971-01872,N,N,N,4,49,15,34,14.99,38.62,23.9,137,ND,M,JA,N,NA
20060628_SCI_SR1_03,20060628_SCI_SR1,6,28,2006,SCI,SR,SR1,34.047666,-119.547674,6/28/2006 21:57,ND,ASSP,1971-02032,N,N,N,0,61,25,36,ND,ND,ND,137,ND,ND,JA,N,NA
20060726_SCI_SR1_18,20060726_SCI_SR1,7,26,2006,SCI,SR,SR1,34.047666,-119.547674,7/26/2006 23:03,ND,ASSP,1971-02072,N,N,N,4.5,57,20,37,14.8,37.35,23.65,137,ND,F,JA,N,NO PINS; RETS WORN
20150712_SMI_PI1_14,20150712_SMI_PI1,7,12,2015,SMI,PI,PI1,34.056323,-120.332024,7/12/2015 22:38,ND,ASSP,1971-02395,N,N,N,0,56,22,34,15,38.2,24.5,137,ND,ND,ND,N,NA
20150713_SMI_PI1_09,20150713_SMI_PI1,7,13,2015,SMI,PI,PI1,34.056323,-120.332024,7/13/2015 21:14,ND,ASSP,1971-02403,N,N,N,0,59,22,37,14.9,43.7,22.3,137,ND,ND,ND,N,NA
20150713_SMI_PI1_12,20150713_SMI_PI1,7,13,2015,SMI,PI,PI1,34.056323,-120.332024,7/13/2015 21:25,ND,ASSP,1971-02407,N,N,N,0,60,21,39,15.2,37.8,24.1,137,ND,ND,ND,N,NA
20150713_SMI_PI1_18,20150713_SMI_PI1,7,13,2015,SMI,PI,PI1,34.056323,-120.332024,7/13/2015 22:42,ND,ASSP,1971-02411,N,N,N,1,55,21,34,14.1,38.1,22.5,137,ND,ND,ND,N,NA
20150714_SMI_PI1_11,20150714_SMI_PI1,7,14,2015,SMI,PI,PI1,34.056323,-120.332024,7/14/2015 23:55,ND,ASSP,1971-02427,N,N,N,1,60,26,34,14.5,38.5,23,137,ND,ND,ND,N,NA
20090514_SBI_ESP_07,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/14/2009 23:15,ND,ASSP,4501-41212,N,N,N,2,65,27,38,14.3,ND,24.1,137,ND,ND,"HRC, CEH",N,NA
20090514_SBI_ESP_08,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/14/2009 23:15,ND,ASSP,4501-41213,N,N,N,0,60,27,33,15.8,ND,24.1,137,ND,ND,"HRC, CEH",N,NA
20090514_SBI_ESP_12,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/15/2009 0:18,ND,ASSP,4501-41217,N,N,N,0,64,27,37,15.1,ND,23.8,137,ND,ND,"HRC, CEH",N,NA
20090516_SBI_ESP_07,20090516_SBI_ESP,5,16,2009,SBI,SBI,ESP,33.482528,-119.041599,5/16/2009 22:42,ND,ASSP,4501-41224,N,N,N,2,60,27,33,14.5,ND,23.5,137,ND,ND,"CEH, HRC",N,NA
20100605_SBI_SRO_03,20100605_SBI_SRO,6,5,2010,SBI,SBI,SRO,33.484214,-119.034674,6/5/2010 23:11,6/5/2010 23:22,ASSP,4501-41300,N,N,N,0,61,26,35,13.1,ND,23.8,137,ND,ND,"ALH, SKT, SLA",N,NA
20100710_SBI_SRO_03,20100710_SBI_SRO,7,10,2010,SBI,SBI,SRO,33.484214,-119.034674,7/10/2010 23:24,7/10/2010 23:37,ASSP,4501-41318,N,N,N,0,60,27,33,15,ND,22.75,137,ND,ND,"SAA, KWB",N,NA
20100710_SBI_SRO_06,20100710_SBI_SRO,7,10,2010,SBI,SBI,SRO,33.484214,-119.034674,7/11/2010 0:29,7/11/2010 0:38,ASSP,4501-41321,N,N,N,3,59,27,32,14.71,ND,22.65,137,ND,ND,"SAA, KWB",N,NA
20110624_ANI_FC_01,20110624_ANI_FC,6,24,2011,ANI,WAI,FC,34.007333,-119.411358,6/24/2011 22:29,ND,ASSP,4501-41601,N,N,N,1,62,27,35,13.2,ND,22.4,137,ND,ND,"SAA, KWB",N,NA
20110624_ANI_FC_09,20110624_ANI_FC,6,24,2011,ANI,WAI,FC,34.007333,-119.411358,6/24/2011 23:44,ND,ASSP,4501-41702,N,N,N,3,34,0,34,13.2,ND,22.8,137,ND,ND,"ALH, DMM",N,NA
20110702_SBI_SRO_07,20110702_SBI_SRO,7,2,2011,SBI,SBI,SRO,33.484214,-119.034674,7/3/2011 0:21,7/3/2011 0:35,ASSP,4501-41397,N,N,N,4,43,0,43,15.2,ND,23,137,ND,ND,"SAA, KWB",N,Threw up when being taken out of net. Bare with few tiny pins. 
20110702_SBI_SRO_13,20110702_SBI_SRO,7,2,2011,SBI,SBI,SRO,33.484214,-119.034674,7/3/2011 0:58,7/3/2011 1:09,ASSP,4501-41403,N,N,N,1,37,0,37,14.65,ND,24,137,ND,ND,"SAA, KWB",N,NA
20110705_SBI_ESP_03,20110705_SBI_ESP,7,5,2011,SBI,SBI,ESP,33.482528,-119.041599,7/5/2011 22:23,7/5/2011 22:37,ASSP,4501-41413,N,N,N,0,35,0,35,14.8,ND,24.9,137,ND,ND,"SAA, KWB",N,NA
20110727_ANI_RR_03,20110727_ANI_RR,7,27,2011,ANI,WAI,RR,34.013764,-119.442644,7/27/2011 22:40,ND,ASSP,4501-41719,N,N,N,ND,32,0,32,13.5,ND,24.5,137,ND,ND,"ALH, DMM, REW, MWP",N,Plummage not as worn as last catch. All flight feathers worn.
20110727_ANI_RR_06,20110727_ANI_RR,7,27,2011,ANI,WAI,RR,34.013764,-119.442644,7/27/2011 23:47,ND,ASSP,4501-41711,N,N,N,4,34,0,34,13.3,ND,25.2,137,ND,ND,"ALH, DMM, REW, MWP",N,"Plummage very worn & brown, primaries and covert. ALH accidently nicked bird with spreaders. Tarsus bleeding. Held bird until wound clotted. "
20110727_SBI_NCliffs_06,20110727_SBI_NCliffs,7,27,2011,SBI,SBI,NCliffs,33.488461,-119.030192,7/27/2011 22:58,7/27/2011 23:19,ASSP,4501-41427,N,N,N,2,33,0,33,15,ND,23.2,137,ND,ND,"SAA, KWB, AAY, MEJ",N,NA
20060726_SCI_SR1_28,20060726_SCI_SR1,7,26,2006,SCI,SR,SR1,34.047666,-119.547674,7/27/2006 0:07,ND,ASSP,1971-02082,N,N,N,0,58,25,33,ND,ND,ND,137,ND,N,JA,N,NA
20060726_SCI_SR1_31,20060726_SCI_SR1,7,26,2006,SCI,SR,SR1,34.047666,-119.547674,7/26/2006 23:55,ND,ASSP,1971-02085,N,N,N,4.5,59,25,34,ND,ND,ND,137,ND,N,JA,N,NO PINS
20060726_SCI_SR1_32,20060726_SCI_SR1,7,26,2006,SCI,SR,SR1,34.047666,-119.547674,7/27/2006 0:27,ND,ASSP,1971-02086,N,N,N,0,63,25,38,14.9,38.2,24,137,ND,F,JA,N,NA
20140702_SBI_ESP_02,20140702_SBI_ESP,7,2,2014,SBI,SBI,ESP,33.482528,-119.041599,7/2/2014 21:49,7/2/2014 21:58,ASSP,4501-41626,N,N,N,4,32,0,32,14.3,ND,23.2,137,ND,ND,"JAH, MGB",N,NA
20140704_SBI_ESP_02,20140704_SBI_ESP,7,4,2014,SBI,SBI,ESP,33.482528,-119.041599,7/4/2014 21:38,7/4/2014 21:41,ASSP,4501-41641,N,N,N,5,34,0,34,13.7,ND,25.3,137,ND,ND,"JAH, MGB",N,NA
20140704_SBI_ESP_39,20140704_SBI_ESP,7,4,2014,SBI,SBI,ESP,33.482528,-119.041599,7/5/2014 1:09,7/5/2014 1:12,ASSP,4501-41676,N,N,N,3,35,0,35,14.5,ND,22.4,137,ND,ND,"JAH, MGB",N,NA
20140705_SBI_AP_09,20140705_SBI_AP,7,5,2014,SBI,SBI,AP,33.487622,-119.028535,7/5/2014 23:20,7/5/2014 23:23,ASSP,4501-41684,N,N,N,3,31,0,31,14.4,ND,23,137,ND,ND,"JAH, MGB",N,NA
20140705_SBI_AP_10,20140705_SBI_AP,7,5,2014,SBI,SBI,AP,33.487622,-119.028535,7/5/2014 23:30,7/5/2014 23:32,ASSP,4501-41685,N,N,N,5,31,0,31,13.2,ND,23.2,137,ND,ND,"JAH, MGB",N,NA
20140707_SBI_SRO_09,20140707_SBI_SRO,7,7,2014,SBI,SBI,SRO,33.484214,-119.034674,7/8/2014 1:25,7/8/2014 1:27,ASSP,notbanded,N,N,N,5,32,0,32,13.7,ND,24.3,137,ND,ND,"JAH, MGB",Y,No bands
20140707_SBI_SRO_11,20140707_SBI_SRO,7,7,2014,SBI,SBI,SRO,33.484214,-119.034674,7/8/2014 1:57,7/8/2014 2:00,ASSP,notbanded,N,N,N,5,31,0,31,13.8,ND,24.7,137,ND,ND,"JAH, MGB",Y,No bands
20060726_SCI_SR1_42,20060726_SCI_SR1,7,26,2006,SCI,SR,SR1,34.047666,-119.547674,7/27/2006 1:15,ND,ASSP,1971-02096,N,N,N,1.5,58,25,33,ND,ND,ND,137,ND,N,JA,N,NA
20060727_SCI_SR1_10,20060727_SCI_SR1,7,27,2006,SCI,SR,SR1,34.047666,-119.547674,7/27/2006 22:16,ND,ASSP,1971-02108,N,N,N,1,51,15,36,ND,ND,ND,137,ND,N,JA,N,BP NO PINS
20140716_SBI_ESP_05,20140716_SBI_ESP,7,16,2014,SBI,SBI,ESP,33.482528,-119.041599,7/16/2014 22:35,7/16/2014 22:41,ASSP,4501-41481,N,N,N,2,34,0,34,14.1,ND,24.2,137,ND,ND,"EWW, NBH, CAC, JAH, MGB",N,NA
20140717_SBI_ESP_03,20140717_SBI_ESP,7,17,2014,SBI,SBI,ESP,33.482528,-119.041599,7/17/2014 21:59,7/17/2014 22:05,ASSP,4501-41492,N,N,N,4,33,0,33,13.7,ND,21.5,137,ND,ND,"JAH, EWW",N,NA
20140717_SBI_ESP_33,20140717_SBI_ESP,7,17,2014,SBI,SBI,ESP,33.482528,-119.041599,7/18/2014 2:42,7/18/2014 2:50,ASSP,4501-41119,N,N,N,3,32,0,32,14.4,ND,23.8,137,ND,ND,"JAH, EWW",N,NA
20140808_SBI_ESP_01,20140808_SBI_ESP,8,8,2014,SBI,SBI,ESP,33.482528,-119.041599,8/9/2014 0:39,8/9/2014 0:50,ASSP,4501-37835,N,N,N,3,34,0,34,14.5,ND,21.2,137,ND,ND,"SMC, CAC",N,NA
20180711_SCI_SR1_04,20180711_SCI_SR1,7,11,2018,SCI,SR,SR1,34.047666,-119.547674,7/11/2018 22:24,7/11/2018 22:30,ASSP,2461-05652,N,N,N,0,35,0,35,15,37.3,23.1,137,ND,ND,JAH,N,NA
20180711_SCI_SR1_25,20180711_SCI_SR1,7,11,2018,SCI,SR,SR1,34.047666,-119.547674,7/12/2018 1:53,7/12/2018 2:00,ASSP,2461-05672,N,N,N,0,34,0,34,14.9,37.8,24.5,137,ND,ND,JAH,N,NA
20150908_SMI_PI1_04,20150908_SMI_PI1,9,8,2015,SMI,PI,PI1,34.056323,-120.332024,9/8/2015 23:32,ND,ASSP,1971-02467,N,N,N,0,59,25,34,10.5,38,23.2,137,ND,ND,ND,N,NA
20160502_SMI_PI1_13,20160502_SMI_PI1,5,2,2016,SMI,PI,PI1,34.056323,-120.332024,5/2/2016 21:46,ND,ASSP,1971-02484,N,N,N,0,56,20,36,16.1,39,23.4,137,ND,ND,ND,N,NA
20160503_SMI_PI1_06,20160503_SMI_PI1,5,3,2016,SMI,PI,PI1,34.056323,-120.332024,5/3/2016 21:31,ND,ASSP,1971-02525,N,N,N,0,51,22,29,13.6,36.6,22.8,137,ND,ND,ND,N,NA
20160503_SMI_PI1_09,20160503_SMI_PI1,5,3,2016,SMI,PI,PI1,34.056323,-120.332024,5/3/2016 22:27,ND,ASSP,1971-02528,N,N,N,0,57,22,35,15.3,38.6,23.4,137,ND,ND,ND,N,NA
20180712_SCI_SR1_20,20180712_SCI_SR1,7,12,2018,SCI,SR,SR1,34.047666,-119.547674,7/13/2018 1:52,7/13/2018 1:56,ASSP,2461-05692,N,N,N,0,36,0,36,13.6,37.5,22.6,137,ND,ND,JAH,N,NA
20180806_SCI_SR1_02,20180806_SCI_SR1,8,6,2018,SCI,SR,SR1,34.047666,-119.547674,8/6/2018 23:11,8/6/2018 23:19,ASSP,2461-03762,N,N,N,3,35,0,35,14.1,38.1,21.6,137,ND,ND,"AJD, DMM, CAC, JAH",N,NA
20150722_SBI_ESP_18,20150722_SBI_ESP,7,22,2015,SBI,SBI,ESP,33.482528,-119.041599,7/23/2015 1:32,7/23/2015 1:37,ASSP,4501-37884,N,N,N,3,36,0,36,15.3,39.2,24.5,137,ND,ND,"JAH, MGB",N,NA
20150723_SBI_AP_04,20150723_SBI_AP,7,23,2015,SBI,SBI,AP,33.487622,-119.028535,7/23/2015 22:13,7/23/2015 22:22,ASSP,4501-37889,N,N,N,0,33,0,33,14.1,37.4,24.1,137,ND,ND,"JAH, MGB",N,NA
20150723_SBI_AP_09,20150723_SBI_AP,7,23,2015,SBI,SBI,AP,33.487622,-119.028535,7/23/2015 23:24,7/23/2015 23:30,ASSP,4501-37893,N,N,N,1,35,0,35,14.8,38.5,24,137,ND,ND,"JAH, MGB",N,NA
20150808_SBI_AP_06,20150808_SBI_AP,8,8,2015,SBI,SBI,AP,33.487622,-119.028535,8/8/2015 23:00,8/8/2015 23:07,ASSP,1971-02705,N,N,N,1,33,0,33,14.4,37.8,23.9,137,ND,ND,"JAH, MGB",N,NA
20160504_SMI_PI1_08,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/4/2016 22:15,ND,ASSP,1971-02561,N,N,N,1.5,58,22,36,14.1,39.4,24.5,137,ND,ND,ND,N,NA
20160504_SMI_PI1_20,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/5/2016 0:09,ND,ASSP,1971-02571,N,N,N,3,58,22,36,14.1,37,23.6,137,ND,ND,ND,N,NA
20160603_SMI_PI1_16,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/3/2016 23:13,ND,ASSP,1971-02601,N,N,N,2,56,20,36,15.5,37,22.4,137,ND,ND,JA,N,NA
20160705_SMI_PI1_11,20160705_SMI_PI1,7,5,2016,SMI,PI,PI1,34.056323,-120.332024,7/5/2016 23:59,ND,ASSP,1971-02658,N,N,N,0,53,19,34,15,38.5,22.9,137,ND,ND,EK,N,NA
20160730_SCI_SR1_04,20160730_SCI_SR1,7,30,2016,SCI,SR,SR1,34.047666,-119.547674,7/30/2016 21:45,7/30/2016 21:58,ASSP,7901-17160,N,N,N,0,32,0,32,14.3,38.6,22.7,137,ND,ND,"AJD, JAH",N,NA
20160730_SCI_SR1_07,20160730_SCI_SR1,7,30,2016,SCI,SR,SR1,34.047666,-119.547674,7/30/2016 22:25,7/30/2016 23:36,ASSP,7901-17163,N,N,N,0,29,0,29,13.6,34.6,22.1,137,ND,ND,"AJD, JAH",N,NA
20160505_SBI_AP_10,20160505_SBI_AP,5,5,2016,SBI,SBI,AP,33.487622,-119.028535,5/5/2016 23:36,5/5/2016 23:44,ASSP,4501-41951,N,N,N,0,34,0,34,14.6,36.3,26.3,137,ND,ND,"PTL, AAY",N,NA
20160603_SBI_ESP_19,20160603_SBI_ESP,6,3,2016,SBI,SBI,ESP,33.482528,-119.041599,6/3/2016 23:54,6/4/2016 0:00,ASSP,7901-17022,N,N,N,3,33,0,33,14.2,38.2,23,137,ND,ND,"JAH, AJB",N,NA
20160603_SBI_ESP_23,20160603_SBI_ESP,6,3,2016,SBI,SBI,ESP,33.482528,-119.041599,6/4/2016 1:00,6/4/2016 1:22,ASSP,7901-17027,N,N,N,0,33,0,33,14.5,38.7,22,137,ND,ND,"JAH, AJB",N,NA
20170619_SCI_SR1_12,20170619_SCI_SR1,6,19,2017,SCI,SR,SR1,34.047666,-119.547674,6/19/2017 23:11,6/19/2017 23:18,ASSP,1401-56243,N,N,N,0,37,0,37,14.8,37.7,22.4,137,ND,ND,"AJD, CAC, AAY",N,NA
20180514_SMI_PI1_30,20180514_SMI_PI1,5,14,2018,SMI,PI,PI1,34.056323,-120.332024,5/15/2018 1:13,ND,ASSP,1971-02932,N,N,N,1,64,26,38,15.1,34.5,23.3,137,ND,ND,"EK, PTL",N,NA
20160604_SBI_ESP_05,20160604_SBI_ESP,6,4,2016,SBI,SBI,ESP,33.482528,-119.041599,6/4/2016 22:00,6/4/2016 22:09,ASSP,7901-17034,N,N,N,3,34,0,34,14,38.6,23.9,137,ND,ND,"JAH, AJB",N,NA
20180611_SMI_PI1_12,20180611_SMI_PI1,6,11,2018,SMI,PI,PI1,34.056323,-120.332024,6/11/2018 23:34,ND,ASSP,1971-02960,N,N,N,1,55,22,33,14.6,38.2,23.5,137,ND,ND,"EK, JA",N,NA
20180612_SMI_PI1_17,20180612_SMI_PI1,6,12,2018,SMI,PI,PI1,34.056323,-120.332024,6/12/2018 23:09,ND,ASSP,1971-02986,N,N,N,1,56,20,36,15.7,38.7,22.5,137,ND,ND,"EK, JA",N,NA
20160706_SBI_AP_08,20160706_SBI_AP,7,6,2016,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 21:45,7/6/2016 22:14,ASSP,7901-17046,N,N,N,3,35,0,35,14.5,38.9,24.1,137,ND,ND,"JAH, AJD",N,NA
20160706_SBI_AP_19,20160706_SBI_AP,7,6,2016,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 22:59,7/6/2016 23:27,ASSP,7901-17057,N,N,N,1,34,0,34,14.6,38.1,21.9,137,ND,ND,"JAH, AJD",N,NA
20160706_SBI_AP_20,20160706_SBI_AP,7,6,2016,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 23:42,7/6/2016 23:44,ASSP,7901-17058,N,N,N,0,32,0,32,14.4,38.1,23.7,137,ND,ND,"JAH, AJD",N,NA
20170620_SCI_SR1_02,20170620_SCI_SR1,6,20,2017,SCI,SR,SR1,34.047666,-119.547674,6/20/2017 22:29,6/20/2017 22:36,ASSP,1401-56328,N,N,N,0,36,0,36,13.4,36.5,22.9,137,ND,ND,"AJD, CAC, AAY",N,NA
20160707_SBI_ESP_08,20160707_SBI_ESP,7,7,2016,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:33,7/7/2016 23:38,ASSP,7901-17081,N,N,N,0,31,0,31,14.1,38.3,23.5,137,ND,ND,"AJD, JAH",N,NA
20160707_SBI_ESP_13,20160707_SBI_ESP,7,7,2016,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:40,7/7/2016 23:10,ASSP,7901-17087,N,N,N,0,34,0,34,14.8,39.9,23.8,137,ND,ND,"AJD, JAH",N,NA
20160707_SBI_ESP_21,20160707_SBI_ESP,7,7,2016,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:42,7/8/2016 0:48,ASSP,7901-17094,N,N,N,2,30,0,30,14,37.9,22.1,137,ND,ND,"AJD, JAH",N,NA
20160712_SBI_ESP_03,20160712_SBI_ESP,7,12,2016,SBI,SBI,ESP,33.482528,-119.041599,7/12/2016 21:58,7/12/2016 22:19,ASSP,7901-17222,N,N,N,0,32,0,32,14.2,36.5,22.6,137,ND,ND,"AJD, JAH",N,NA
20160712_SBI_ESP_06,20160712_SBI_ESP,7,12,2016,SBI,SBI,ESP,33.482528,-119.041599,7/12/2016 23:08,7/12/2016 23:18,ASSP,7901-17225,N,N,N,0,32,0,32,14.7,37.8,21.9,137,ND,ND,"AJD, JAH",N,NA
20160712_SBI_ESP_11,20160712_SBI_ESP,7,12,2016,SBI,SBI,ESP,33.482528,-119.041599,7/13/2016 1:15,7/13/2016 1:30,ASSP,7901-17230,N,N,N,3,35,0,35,15.3,39.1,24.3,137,ND,ND,"AJD, JAH",N,NA
20160803_SBI_AP_04,20160803_SBI_AP,8,3,2016,SBI,SBI,AP,33.487622,-119.028535,8/3/2016 22:45,8/3/2016 22:53,ASSP,1001-21594,N,N,N,0,38,0,38,12.4,36.6,24.1,137,ND,ND,"AAY, PTL",N,NA
20160804_SBI_AP_10,20160804_SBI_AP,8,4,2016,SBI,SBI,AP,33.487622,-119.028535,8/4/2016 23:30,8/4/2016 23:37,ASSP,7901-17244,N,N,N,0,33,0,33,13,38.1,24.1,137,ND,ND,"AAY, PTL",N,NA
20160805_SBI_ESP_01,20160805_SBI_ESP,8,5,2016,SBI,SBI,ESP,33.482528,-119.041599,8/5/2016 21:23,8/5/2016 21:32,ASSP,7901-17246,N,N,N,0,34,0,34,12.9,38.9,25,137,ND,ND,"AAY, PTL",N,NA
20160805_SBI_ESP_05,20160805_SBI_ESP,8,5,2016,SBI,SBI,ESP,33.482528,-119.041599,8/5/2016 22:17,8/5/2016 22:22,ASSP,7901-17248,N,N,N,0,32,0,32,13.9,37.3,25.2,137,ND,ND,"AAY, PTL",N,NA
20160808_SBI_ESP_03,20160808_SBI_ESP,8,8,2016,SBI,SBI,ESP,33.482528,-119.041599,8/8/2016 22:08,8/8/2016 22:13,ASSP,7901-17253,N,N,N,4,34,0,34,14.7,37,25.5,137,ND,ND,"AAY, PTL",N,NA
20170525_SBI_AP_03,20170525_SBI_AP,5,25,2017,SBI,SBI,AP,33.487622,-119.028535,5/25/2017 22:32,5/25/2017 22:37,ASSP,4501-41839,N,N,N,3,34,0,34,14.7,38.8,23.6,137,ND,ND,"JAH, CAC",N,NA
20170525_SBI_AP_06,20170525_SBI_AP,5,25,2017,SBI,SBI,AP,33.487622,-119.028535,5/25/2017 23:28,5/25/2017 23:33,ASSP,4501-41842,N,N,N,3,34,0,34,14.1,37.6,21.7,137,ND,ND,"JAH, CAC",N,NA
20170525_SBI_AP_12,20170525_SBI_AP,5,25,2017,SBI,SBI,AP,33.487622,-119.028535,5/26/2017 0:18,5/26/2017 0:23,ASSP,4501-41848,N,N,N,0,30,0,30,14.8,38.3,23.1,137,ND,ND,"JAH, CAC",N,NA
20170526_SBI_ESP_10,20170526_SBI_ESP,5,26,2017,SBI,SBI,ESP,33.482528,-119.041599,5/26/2017 22:23,5/26/2017 22:27,ASSP,4501-41863,N,N,N,2,36,0,36,14.5,37,21.36,137,ND,ND,"JAH, CAC",N,NA
20170622_SBI_AP_14,20170622_SBI_AP,6,22,2017,SBI,SBI,AP,33.487622,-119.028535,6/22/2017 23:14,6/22/2017 23:20,ASSP,4501-41897,N,N,N,0,31,0,31,13.6,37.9,23.2,137,ND,ND,"JAH, SSK",N,NA
20150716_SCI_SR1_01,20150716_SCI_SR1,7,16,2015,SCI,SR,SR1,34.047666,-119.547674,7/16/2015 21:49,7/16/2015 22:07,ASSP,4501-41901,N,N,N,2,35,0,35,15.1,37.4,26.7,137,ND,ND,"DMM, JAH, MGB, CAC",N,NA
20180512_SBI_AP_03,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/12/2018 21:27,5/12/2018 21:35,ASSP,1971-02870,N,N,N,1,37,0,37,14.1,37.9,24.7,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_06,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/12/2018 21:49,5/12/2018 22:02,ASSP,1971-02873,N,N,N,0,35,0,35,14,36.4,21.9,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_13,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/12/2018 23:04,5/12/2018 23:13,ASSP,1971-02880,N,N,N,0,37,0,37,14.5,36.8,23.6,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_16,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/12/2018 23:29,5/12/2018 23:35,ASSP,1971-02882,N,N,N,2,34,0,34,14,36.9,23.4,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_20,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/13/2018 0:13,5/13/2018 0:17,ASSP,1971-02886,N,N,N,0,36,0,36,14.4,37.5,23.5,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_29,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/13/2018 1:22,5/13/2018 1:30,ASSP,1971-02892,N,N,N,3,35,0,35,13.3,37.4,23.9,137,ND,ND,"JAH, JOV",N,NA
20180512_SBI_AP_34,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/13/2018 2:00,5/13/2018 2:08,ASSP,1971-02896,N,N,N,0,38,0,38,15.4,38.9,24.5,137,ND,ND,"JAH, JOV",N,NA
20180513_SBI_ESP_24,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:02,5/14/2018 0:16,ASSP,2461-05728,N,N,N,3,32,0,32,13.6,36.1,22.2,137,ND,ND,"JAH, JOV",N,NA
20180513_SBI_ESP_26,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:13,5/14/2018 0:22,ASSP,4501-41966,Y,N,N,1,38,0,38,14.6,38.8,24.9,137,ND,ND,"JAH, JOV",N,NA
20180513_SBI_ESP_32,20180513_SBI_ESP,5,13,2018,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:44,5/14/2018 0:50,ASSP,2461-05734,N,N,N,1,33,0,33,14,37.6,23,137,ND,ND,"JAH, JOV",N,NA
20180613_SMI_PI1_08,20180613_SMI_PI1,6,13,2018,SMI,PI,PI1,34.056323,-120.332024,6/13/2018 23:25,ND,ASSP,1971-03022,N,N,N,0,58,22,36,16,40.1,24,137,ND,ND,"EK, JA",N,NA
