catch_ID,session_ID,month,day,year,island_code,subisland_code,site_code,lat,long,capture_time,release_time,species,band_no,recapture,band_replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
20160503_SMI_PI1_14,20160503_SMI_PI1,5,3,2016,SMI,PI,PI1,34.056323,-120.332024,5/3/2016 23:19,ND,ASSP,1971-02531,N,N,N,4.5,58,22,36,15.9,39.6,24.9,149,ND,ND,ND,N,NA
20160504_SMI_PI1_14,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/4/2016 23:15,ND,ASSP,1971-02499,Y,N,N,1.5,57,22,35,14.7,38.2,23.5,149,ND,ND,ND,N,NA
20160504_SMI_PI1_29,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/5/2016 1:07,ND,ASSP,1971-02472,Y,N,N,3,58,20,38,15.1,39.2,24.8,149,ND,ND,ND,N,NA
20160603_SMI_PI1_40,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 1:15,ND,ASSP,1971-02623,N,N,N,0,73,29,44,ND,ND,ND,149,ND,ND,ND,N,NA
20160604_SMI_PI1_10,20160604_SMI_PI1,6,4,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 22:48,ND,ASSP,1971-02636,N,N,N,1,57,19,38,14.75,39.15,23.45,149,ND,ND,MC,N,NA
20160604_SMI_PI1_12,20160604_SMI_PI1,6,4,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 23:05,ND,ASSP,1971-02638,N,N,N,3,56,19,37,14.9,39.7,24.4,149,ND,ND,JA,N,Puked in net
20160605_SMI_PI1_08,20160605_SMI_PI1,6,5,2016,SMI,PI,PI1,34.056323,-120.332024,6/5/2016 21:57,ND,ASSP,1971-02675,N,N,N,1.5,58,20,38,15.9,38.4,22.7,149,ND,ND,JA,N,NA
20160605_SMI_PI1_10,20160605_SMI_PI1,6,5,2016,SMI,PI,PI1,34.056323,-120.332024,6/5/2016 22:07,ND,ASSP,1971-02673,N,N,N,0,59,19,40,10.9,39.55,24,149,ND,ND,MC,N,NA
20160507_SBI_ESP_05,20160507_SBI_ESP,5,7,2016,SBI,SBI,ESP,33.482528,-119.041599,5/7/2016 23:14,5/7/2016 23:18,ASSP,4501-41959,N,N,N,3,34,0,34,13.6,37.9,26,149,ND,ND,"PTL, AAY",N,NA
20170619_SCI_SR1_14,20170619_SCI_SR1,6,19,2017,SCI,SR,SR1,34.047666,-119.547674,6/19/2017 23:26,6/19/2017 23:34,ASSP,1401-56246,N,N,N,1,36,0,36,14.3,36.5,22.6,149,ND,ND,"AJD, CAC, AAY",N,NA
20170525_SBI_AP_02,20170525_SBI_AP,5,25,2017,SBI,SBI,AP,33.487622,-119.028535,5/25/2017 22:17,5/25/2017 22:23,ASSP,4501-41838,N,N,N,0,33,0,33,14.1,36.1,22.2,149,ND,ND,"JAH, CAC",N,NA
20050528_SMI_PI1_05,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/28/2005 22:38,ND,ASSP,4501-95405,N,N,N,3,62,25,37,ND,ND,ND,149,ND,ND,JA,N,NA
20160601_SCI_SR1_12,20160601_SCI_SR1,6,1,2016,SCI,SR,SR1,34.047666,-119.547674,6/2/2016 0:46,6/2/2016 0:54,ASSP,2461-03711,N,N,N,2,39,0,39,15.7,39,23.8,149,ND,ND,"CAC, PTL",N,NA
20050529_SMI_PI1_20,20050529_SMI_PI1,5,29,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 23:20,ND,ASSP,4501-95462,N,N,N,3,71,25,46,ND,ND,ND,149,ND,N,JA,N,NA
19940712_SBI_ESP_08,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:24,ND,LHSP,1401-55717,N,N,N,0,ND,ND,ND,ND,ND,ND,150,ND,ND,"JF, PM",N,"Small white patches on outer rump, barely noticeable"
19940809_SBI_WCliffs_02,19940809_SBI_WCliffs,8,9,1994,SBI,SBI,WCliffs,33.477633,-119.042881,8/9/1994 23:32,ND,LHSP,1401-55746,N,N,N,2,ND,ND,ND,ND,ND,ND,150,ND,ND,JF,N,"no white band under wing, no white above tail - dark phase"
19960717_SBI_NCliffs_22,19960717_SBI_NCliffs,7,17,1996,SBI,SBI,NCliffs,33.488461,-119.030192,7/18/1996 1:35,ND,ASSP,111-112826,Y,N,N,PD,ND,ND,ND,ND,ND,ND,150,ND,ND,JR,N,NA
19960815_SBI_AP_12,19960815_SBI_AP,8,15,1996,SBI,SBI,AP,33.487622,-119.028535,8/16/1996 0:47,ND,LHSP,1401-56156,N,N,N,B,ND,ND,ND,ND,ND,ND,150,ND,ND,JR,N,NA
20040819_SCI_ND_08,20040819_SCI_ND,8,19,2004,SCI,SR,ND,ND,ND,8/19/2004 23:43,8/19/2004 23:54,ASSP,1901-38347,N,N,N,0,62,26,36,15.11,38.54,24.35,150,ND,ND,HMN,N,NA
20140711_SCI_LSH_12,20140711_SCI_LSH,7,11,2014,SCI,SCI,LSH,ND,ND,7/12/2014 1:48,7/12/2014 1:57,ASSP,4501-41462,N,N,N,1,35,0,35,15,ND,23.7,150,ND,ND,"JAH, EWW, NBH, GRK",N,NA
20040719_SBI_ESP_12,20040719_SBI_ESP,7,19,2004,SBI,SBI,ESP,33.482528,-119.041599,7/19/2004 23:45,7/20/2004 0:03,ASSP,7901-02701,N,N,N,2,68,29,39,15.09,39.27,23.49,150,ND,N,JA,N,NA
20040722_SCI_SR1_12,20040722_SCI_SR1,7,22,2004,SCI,SR,SR1,34.047666,-119.547674,7/22/2004 23:55,7/23/2004 0:32,ASSP,7901-02760,N,N,N,2,65,27,38,15.37,39.34,23.81,150,ND,F,JA,N,RADIO = 4023
20050703_SMI_PI1_02,20050703_SMI_PI1,7,3,2005,SMI,PI,PI1,34.056323,-120.332024,7/3/2005 23:43,ND,ASSP,1401-61304,Y,N,N,4,68,25,43,ND,ND,ND,150,ND,N,JA,N,RECAPTURE BANDED PRIOR TO 2004
20050703_SMI_PI1_04,20050703_SMI_PI1,7,3,2005,SMI,PI,PI1,34.056323,-120.332024,7/3/2005 22:00,7/3/2005 22:48,ASSP,1971-01630,N,N,N,3,64,26,38,ND,ND,ND,150,ND,F,JA,N,RADIO = 4281
20040819_SCI_SR1_05,20040819_SCI_SR1,8,19,2004,SCI,SR,SR1,34.047666,-119.547674,8/19/2004 22:45,8/19/2004 22:53,ASSP,1901-38535,N,N,N,0,69,30,39,ND,ND,ND,150,ND,ND,JA,N,NA
20060601_SCI_SR1_12,20060601_SCI_SR1,6,1,2006,SCI,SR,SR1,34.047666,-119.547674,6/1/2005 22:11,ND,ASSP,4501-95530,N,N,N,1,64,27,37,ND,ND,ND,150,ND,N,JA,N,NA
20150618_SMI_PI1_07,20150618_SMI_PI1,6,18,2015,SMI,PI,PI1,34.056323,-120.332024,6/18/2015 23:48,ND,ASSP,1971-02353,N,N,N,1.5,60,21,39,14.75,37.95,23.8,150,ND,ND,ND,N,NA
20050708_SBI_ESP_15,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/8/2005 23:20,ND,ASSP,1971-01968,N,N,N,3,56,19,37,ND,ND,ND,150,ND,ND,HMN,N,NA
20050708_SBI_ESP_38,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 2:08,ND,ASSP,1971-01993,N,N,N,4,60,20,40,ND,ND,ND,150,ND,ND,HMN,N,NA
20140720_SBI_AP_28,20140720_SBI_AP,7,20,2014,SBI,SBI,AP,33.487622,-119.028535,7/21/2014 2:08,7/21/2014 2:22,ASSP,1111-12869,Y,N,N,3,34,0,34,13.4,ND,24.2,150,ND,ND,"EWW, GRK",N,Vomit
20140720_SBI_AP_47,20140720_SBI_AP,7,20,2014,SBI,SBI,AP,33.487622,-119.028535,7/21/2014 4:09,7/21/2014 4:14,ASSP,4501-41170,N,N,N,3,39,0,39,13.6,ND,24.8,150,ND,ND,"EWW, GRK",N,NA
20150810_SMI_PI1_03,20150810_SMI_PI1,8,10,2015,SMI,PI,PI1,34.056323,-120.332024,8/10/2015 21:57,ND,ASSP,1971-02442,N,N,N,3,61,25,36,14.65,38.3,22.9,150,ND,ND,ND,N,REDDISH BP
20150909_SMI_PI1_01,20150909_SMI_PI1,9,9,2015,SMI,PI,PI1,34.056323,-120.332024,9/9/2015 20:23,ND,ASSP,1971-02470,N,N,N,1,57,21,36,15.55,39.5,23.6,150,ND,ND,ND,N,NA
20150909_SMI_PI1_04,20150909_SMI_PI1,9,9,2015,SMI,PI,PI1,34.056323,-120.332024,9/10/2015 1:09,ND,ASSP,1971-02472,N,N,N,2,59,21,38,15.75,39.4,25.15,150,ND,ND,ND,N,NA
20160502_SMI_PI1_44,20160502_SMI_PI1,5,2,2016,SMI,PI,PI1,34.056323,-120.332024,5/3/2016 1:02,ND,ASSP,1971-02510,N,N,N,1,59,21,38,14.7,38.5,23.7,150,ND,ND,ND,N,NA
20160603_SMI_PI1_03,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/3/2016 21:22,ND,ASSP,1971-02588,N,N,N,0,58,19,39,14.55,38.05,19.5,150,ND,ND,MC,N,NA
20160603_SMI_PI1_31,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 0:30,ND,ASSP,1971-02614,N,N,N,3,67,25,42,ND,ND,ND,150,ND,ND,JA,N,This band and the one before out of order
20160603_SMI_PI1_35,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 0:46,ND,ASSP,1971-02619,N,N,N,4,65,25,40,ND,ND,ND,150,ND,ND,JA,N,NA
20160604_SMI_PI1_11,20160604_SMI_PI1,6,4,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 23:05,ND,ASSP,1971-02637,N,N,N,1.5,66,25,41,15.4,40.1,24.8,150,ND,ND,MC,N,NA
20160605_SMI_PI1_17,20160605_SMI_PI1,6,5,2016,SMI,PI,PI1,34.056323,-120.332024,6/5/2016 23:53,ND,ASSP,1971-02670,N,N,N,3,57,19,38,14.5,38.15,24.6,150,ND,ND,MC,N,NA
20160706_SMI_PI1_01,20160706_SMI_PI1,7,6,2016,SMI,PI,PI1,34.056323,-120.332024,7/6/2016 21:38,ND,ASSP,1971-02656,N,N,N,1.5,57,20,37,15.5,39.2,25.3,150,ND,ND,MC,N,NA
20160507_SBI_ESP_07,20160507_SBI_ESP,5,7,2016,SBI,SBI,ESP,33.482528,-119.041599,5/7/2016 23:34,5/7/2016 23:42,ASSP,4501-41961,N,N,N,3,37,0,37,14,36,24.4,150,ND,ND,"PTL, AAY",N,NA
20160801_SCI_SR1_01,20160801_SCI_SR1,8,1,2016,SCI,SR,SR1,34.047666,-119.547674,8/1/2016 21:55,8/1/2016 22:04,ASSP,2461-03729,N,N,N,0,38,0,38,14.2,38.7,25.2,150,ND,ND,"AJD, JAH",N,NA
20180515_SMI_PI1_14,20180515_SMI_PI1,5,15,2018,SMI,PI,PI1,34.056323,-120.332024,5/16/2018 1:30,ND,ASSP,1971-02949,N,N,N,0,56,19,37,14.2,39.5,22.9,150,ND,ND,"EK, PTL",N,NA
20180611_SMI_PI1_03,20180611_SMI_PI1,6,11,2018,SMI,PI,PI1,34.056323,-120.332024,6/11/2018 21:50,ND,LHSP,1971-02953,N,N,N,1.5,49,16,33,14.7,36.3,20.9,150,ND,ND,"EK, JA",N,"RUMP = 10, SEE PHOTOS"
20180612_SMI_PI1_10,20180612_SMI_PI1,6,12,2018,SMI,PI,PI1,34.056323,-120.332024,6/12/2018 22:17,ND,ASSP,1971-02979,N,N,N,0,59,22,37,14.9,38.9,24.65,150,ND,ND,"EK, JA",N,NA
20170620_SCI_SR1_10,20170620_SCI_SR1,6,20,2017,SCI,SR,SR1,34.047666,-119.547674,6/20/2017 23:47,6/20/2017 23:55,ASSP,1401-56335,N,N,N,1,34,0,34,14.6,38.2,24.3,150,ND,ND,"AJD, CAC, AAY",N,NA
20180612_SMI_PI1_36,20180612_SMI_PI1,6,12,2018,SMI,PI,PI1,34.056323,-120.332024,6/13/2018 1:27,ND,ASSP,1971-03005,N,N,N,1.5,56,20,36,15.5,37.9,22.3,150,ND,ND,"EK, JA",N,NA
20050528_SMI_PI1_36,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 0:57,ND,ASSP,4501-95435,N,N,N,2,64,25,39,ND,ND,ND,150,ND,N,JA,N,NA
20050528_SMI_PI1_39,20050528_SMI_PI1,5,28,2005,SMI,PI,PI1,34.056323,-120.332024,5/29/2005 1:05,ND,ASSP,4501-95438,N,N,N,3,65,29,36,ND,ND,ND,150,ND,N,JA,N,NA
20050529_SMI_PI1_02,20050529_SMI_PI1,5,29,2005,SMI,PI,PI1,34.056323,-120.332024,5/30/2005 0:57,ND,LHSP,4501-95476,N,N,N,ND,55,25,30,ND,ND,ND,150,ND,Y,JA,N,"RUMP = 2, NEARLY ALL WHT"
20050806_SMI_PI1_02,20050806_SMI_PI1,8,6,2005,SMI,PI,PI1,34.056323,-120.332024,8/6/2005 21:34,ND,ASSP,1971-01791,N,N,N,4,58,20,38,ND,ND,ND,150,ND,ND,JA,N,NA
19960618_SBI_ESP_07,19960618_SBI_ESP,6,18,1996,SBI,SBI,ESP,33.482528,-119.041599,6/19/1996 0:45,ND,LHSP,1401-57415,N,N,N,B,ND,ND,ND,ND,ND,ND,151,ND,ND,JR,N,NA
20050701_SMI_PI1_04,20050701_SMI_PI1,7,1,2005,SMI,PI,PI1,34.056323,-120.332024,7/1/2005 22:53,ND,ASSP,1971-01604,N,N,N,3,65,26,39,14.65,ND,23.34,151,85,N,JA,N,LESP?
20150617_SMI_PI1_01,20150617_SMI_PI1,6,17,2015,SMI,PI,PI1,34.056323,-120.332024,6/17/2015 23:13,ND,LHSP,1971-02329,N,N,N,2,54,20,34,14.1,36.7,21.45,151,ND,ND,JA,N,"RUMP = 2, PHOTOS"
20150617_SMI_PI1_19,20150617_SMI_PI1,6,17,2015,SMI,PI,PI1,34.056323,-120.332024,6/18/2015 0:06,ND,ASSP,1971-02335,N,N,N,2,64,26,38,15.4,38.85,22.9,151,ND,ND,EK,N,NA
20150809_SMI_PI1_07,20150809_SMI_PI1,8,9,2015,SMI,PI,PI1,34.056323,-120.332024,8/10/2015 0:50,ND,ASSP,1971-02437,N,N,N,0,52,19,33,14.75,38.3,24.45,151,ND,ND,ND,N,NA
20160502_SMI_PI1_22,20160502_SMI_PI1,5,2,2016,SMI,PI,PI1,34.056323,-120.332024,5/2/2016 23:01,ND,ASSP,1971-02490,N,N,N,2,58,19,39,14.4,37.8,23.7,151,ND,ND,ND,N,NA
20160504_SMI_PI1_19,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/5/2016 0:09,ND,ASSP,1971-02570,N,N,N,2,57,22,35,15.7,38.3,23.3,151,ND,ND,ND,N,NA
20160604_SMI_PI1_01,20160604_SMI_PI1,6,4,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 21:30,ND,ASSP,1971-02628,N,N,N,0,54,19,35,14.65,37.9,24,151,ND,ND,MC,N,"WC longer than ruler, ~151mm. 21:26 - CAAU caught/rel"
20160604_SMI_PI1_17,20160604_SMI_PI1,6,4,2016,SMI,PI,PI1,34.056323,-120.332024,6/4/2016 23:49,ND,ASSP,1971-02641,N,N,N,3,62,25,37,14.4,37.8,24.2,151,ND,ND,JA,N,NA
20160605_SMI_PI1_11,20160605_SMI_PI1,6,5,2016,SMI,PI,PI1,34.056323,-120.332024,6/5/2016 22:20,ND,ASSP,1971-02607,Y,N,N,1.5,59,19,40,14.35,38.8,24.45,151,ND,ND,JA,N,NA
20180514_SMI_PI1_32,20180514_SMI_PI1,5,14,2018,SMI,PI,PI1,34.056323,-120.332024,5/15/2018 1:42,ND,ASSP,1971-02935,N,N,N,3,66,26,40,14.9,35.8,22.5,151,ND,ND,"EK, PTL",N,NA
20180611_SCI_SR1_09,20180611_SCI_SR1,6,11,2018,SCI,SR,SR1,34.047666,-119.547674,6/11/2018 22:26,6/11/2018 22:36,ASSP,7901-17276,N,N,N,0,38,0,38,14.3,35.7,24,151,ND,ND,"JOV, PTL, AJD",N,NA
20180612_SCI_SR1_21,20180612_SCI_SR1,6,12,2018,SCI,SR,SR1,34.047666,-119.547674,6/13/2018 0:22,6/13/2018 0:33,ASSP,2461-05628,N,N,N,2,37,0,37,15.4,36.8,23.6,151,ND,ND,"JOV, AJD",N,NA
19940712_SBI_ESP_04,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:55,ND,LHSP,1401-55712,N,N,N,2,ND,ND,ND,ND,ND,ND,152,ND,ND,"JF, PM",N,"Length 188. Larger than other ASSP. Uniform brown below and above, no hint of any white in rump, feathers in good shape-esp tail in good cond. Dark phase LESP."
20160603_SMI_PI1_23,20160603_SMI_PI1,6,3,2016,SMI,PI,PI1,34.056323,-120.332024,6/3/2016 23:55,ND,ASSP,1971-02607,N,N,N,1.5,61,19,42,15,38.7,20.45,152,ND,ND,MC,N,Wing longer than ruler by approx 2mm
20180815_SBI_ESP_13,20180815_SBI_ESP,8,15,2018,SBI,SBI,ESP,33.482528,-119.041599,8/16/2018 1:24,8/16/2018 1:32,LHSP,2461-03774,N,N,N,2,31,0,31,15.5,38.7,22.6,152,ND,ND,"JAH, JOV",N,NA
19940812_SBI_ESP_05,19940812_SBI_ESP,8,12,1994,SBI,SBI,ESP,33.482528,-119.041599,8/13/1994 1:14,ND,LHSP,1401-55712,Y,N,N,0,ND,ND,ND,ND,ND,ND,153,ND,ND,JF,N,NA
19960606_SBI_AP_29,19960606_SBI_AP,6,6,1996,SBI,SBI,AP,33.487622,-119.028535,6/7/1996 1:27,ND,ASSP,111-112870,N,N,N,B,ND,ND,ND,ND,ND,ND,153,ND,ND,JR,N,NA
20050802_SBI_ESP_01,20050802_SBI_ESP,8,2,2005,SBI,SBI,ESP,33.482528,-119.041599,8/3/2005 0:02,ND,LHSP,1971-01780,N,N,N,4,45,15,30,14.16,37.44,22.38,153,ND,ND,JA,N,"RUMP = 1, ALL WHITE RUMP - PHOTOS"
20170620_SCI_SR1_04,20170620_SCI_SR1,6,20,2017,SCI,SR,SR1,34.047666,-119.547674,6/20/2017 23:02,6/20/2017 23:10,ASSP,1401-56330,N,N,N,3,41,0,41,15,38.3,24.8,153,ND,ND,"AJD, CAC, AAY",N,NA
20050529_SMI_PI1_43,20050529_SMI_PI1,5,29,2005,SMI,PI,PI1,34.056323,-120.332024,5/30/2005 2:07,ND,ASSP,4501-95487,N,N,N,2,65,25,40,ND,ND,ND,153,ND,N,JA,N,NA
19960607_SBI_WCliffs_40,19960607_SBI_WCliffs,6,7,1996,SBI,SBI,WCliffs,33.477633,-119.042881,6/8/1996 1:50,ND,LHSP,1401-57409,N,N,N,PD,ND,ND,ND,ND,ND,ND,154,ND,ND,JR,N,NA
20140623_SCI_SR1_02,20140623_SCI_SR1,6,23,2014,SCI,SR,SR1,34.047666,-119.547674,6/23/2014 22:47,6/23/2014 22:55,ASSP,1401-56208,N,N,N,4,36,0,36,15,ND,25.2,154,ND,ND,"DMM, JAH, EWW, CAC, SMC",N,NA
20160504_SMI_PI1_18,20160504_SMI_PI1,5,4,2016,SMI,PI,PI1,34.056323,-120.332024,5/5/2016 0:01,ND,ASSP,1971-02569,N,N,N,2,62,22,40,15,38.8,24.7,154,ND,ND,ND,N,NA
20050702_SMI_PI1_01,20050702_SMI_PI1,7,2,2005,SMI,PI,PI1,34.056323,-120.332024,7/3/2005 1:01,ND,LHSP,1971-01625,N,N,N,3,65,25,40,ND,ND,ND,155,ND,Y,JA,N,"RUMP = 1, RUMP COMPLETE WHITE - PHOTOS"
20050702_SMI_PI1_02,20050702_SMI_PI1,7,2,2005,SMI,PI,PI1,34.056323,-120.332024,7/3/2005 1:37,ND,LHSP,1971-01626,N,N,N,3,67,25,42,ND,ND,ND,155,ND,N,JA,N,"RUMP = 2, RUMP 90% WHITE - PHOTOS"
20150908_SMI_PI1_06,20150908_SMI_PI1,9,8,2015,SMI,PI,PI1,34.056323,-120.332024,9/9/2015 1:33,ND,ASSP,1971-02469,N,N,N,4,59,25,34,14.85,39.05,22.1,155,ND,ND,ND,N,NA
20150808_SBI_AP_15,20150808_SBI_AP,8,8,2015,SBI,SBI,AP,33.487622,-119.028535,8/9/2015 1:46,8/9/2015 1:53,ASSP,1971-02713,N,N,N,4,38,0,38,16.2,40.5,23.8,155,ND,ND,"JAH, MGB",N,NA
20160601_SBI_AP_20,20160601_SBI_AP,6,1,2016,SBI,SBI,AP,33.487622,-119.028535,6/2/2016 1:52,6/2/2016 2:05,LHSP,notbanded,N,N,N,1,44,0,44,15.3,40,22.7,155,ND,ND,"JAH, AJB",Y,NA
20050601_SCI_SR1_01,20050601_SCI_SR1,6,1,2005,SCI,SR,SR1,34.047666,-119.547674,6/2/2005 1:15,ND,LHSP,4501-95564,N,N,N,1,62,25,37,ND,ND,ND,156,ND,Y,JA,N,RUMP = 10
20180815_SBI_ESP_10,20180815_SBI_ESP,8,15,2018,SBI,SBI,ESP,33.482528,-119.041599,8/16/2018 0:26,8/16/2018 0:34,LHSP,2461-03771,N,N,N,3,34,0,34,15.6,39.6,22.2,156,ND,ND,"JAH, JOV",N,NA
20070618_SMI_PI1_02,20070618_SMI_PI1,6,18,2007,SMI,PI,PI1,34.056323,-120.332024,6/19/2007 0:58,ND,LHSP,notbanded,N,N,N,4,73,29,44,ND,ND,ND,157,ND,ND,JA,Y,"RUMP = 2, 90% WHT RUMP, NO BAND APPLIED"
20140720_SBI_AP_24,20140720_SBI_AP,7,20,2014,SBI,SBI,AP,33.487622,-119.028535,7/21/2014 1:59,7/21/2014 2:05,ASSP,4501-41149,N,N,N,3,44,0,44,14.4,ND,22.4,158,ND,ND,"EWW, GRK",N,NA
20050709_SBI_ESP_01,20050709_SBI_ESP,7,9,2005,SBI,SBI,ESP,33.482528,-119.041599,7/10/2005 2:24,ND,LHSP,4501-95564,Y,N,N,3,61,20,41,ND,ND,ND,159,ND,ND,HMN,N,"RECAPTURE, BANDED 6/1/05 ON SR AS LESP "
20040816_SBI_ESP_01,20040816_SBI_ESP,8,16,2004,SBI,SBI,ESP,33.482528,-119.041599,8/16/2004 22:55,ND,LHSP,7901-02998,N,N,N,2,65,26,39,16.31,40.11,23.57,161,74,ND,JA,N,"RUMP = 8.5, PHOTOS TAKEN LESP ON TOP"
20150809_SBI_ESP_17,20150809_SBI_ESP,8,9,2015,SBI,SBI,ESP,33.482528,-119.041599,8/10/2015 1:08,8/10/2015 1:12,BLSP,notbanded,ND,N,N,3,57,0,57,15.7,40.9,33.6,165,ND,ND,"JAH, MGB",Y,NA
19950622_SBI_ESP_10,19950622_SBI_ESP,6,22,1995,SBI,SBI,ESP,33.482528,-119.041599,6/22/1995 23:34,ND,BLSP,111-112759,N,N,N,0,ND,ND,ND,ND,ND,ND,166,ND,ND,ND,N,NA
19950803_SBI_WP_16,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 2:04,ND,BLSP,111-112819,N,N,N,3,ND,ND,ND,ND,ND,ND,166,ND,ND,ND,N,NA
19990714_SBI_AP_19,19990714_SBI_AP,7,14,1999,SBI,SBI,AP,33.487622,-119.028535,7/15/1999 0:21,ND,BLSP,1401-56252,N,N,N,B,ND,ND,ND,ND,ND,ND,166,ND,ND,SW,N,NA
19950426_SBI_ESP_03,19950426_SBI_ESP,4,26,1995,SBI,SBI,ESP,33.482528,-119.041599,4/26/1995 21:30,ND,BLSP,111-112725,N,N,N,0,ND,ND,ND,ND,ND,ND,167,ND,ND,MS,N,NA
19950803_SBI_WP_13,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 1:35,ND,BLSP,111-112816,N,N,N,3,ND,ND,ND,ND,ND,ND,167,ND,ND,ND,N,NA
19990611_SBI_WCliffs_14,19990611_SBI_WCliffs,6,11,1999,SBI,SBI,WCliffs,33.477633,-119.042881,6/12/1999 1:07,ND,BLSP,1401-56174,N,N,N,B,ND,ND,ND,ND,ND,ND,167,ND,ND,SW,N,NA
19990714_SBI_AP_03,19990714_SBI_AP,7,14,1999,SBI,SBI,AP,33.487622,-119.028535,7/14/1999 22:39,ND,BLSP,1401-56186,N,N,N,PD,ND,ND,ND,ND,ND,ND,167,ND,ND,SW,N,NA
19940809_SBI_WCliffs_05,19940809_SBI_WCliffs,8,9,1994,SBI,SBI,WCliffs,33.477633,-119.042881,8/10/1994 0:16,ND,BLSP,1401-55749,N,N,N,4,ND,ND,ND,ND,ND,ND,168,ND,ND,JF,N,NA
19950803_SBI_WP_04,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:00,ND,BLSP,111-112806,N,N,N,0,ND,ND,ND,ND,ND,ND,168,ND,ND,ND,N,NA
19990714_SBI_AP_15,19990714_SBI_AP,7,14,1999,SBI,SBI,AP,33.487622,-119.028535,7/14/1999 23:56,ND,BLSP,1401-56198,N,N,N,B,ND,ND,ND,ND,ND,ND,168,ND,ND,SW,N,NA
20050708_SBI_ESP_03,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 0:56,ND,BLSP,1971-01983,N,N,N,3,84,20,64,ND,ND,ND,168,ND,ND,HMN,N,PUKED WHITE GOO IN NET
19990714_SBI_AP_12,19990714_SBI_AP,7,14,1999,SBI,SBI,AP,33.487622,-119.028535,7/14/1999 23:34,ND,BLSP,1401-56195,N,N,N,PD,ND,ND,ND,ND,ND,ND,169,ND,ND,SW,N,NA
20150809_SBI_ESP_03,20150809_SBI_ESP,8,9,2015,SBI,SBI,ESP,33.482528,-119.041599,8/9/2015 22:31,8/9/2015 22:34,BLSP,notbanded,ND,N,N,3,51,0,51,15.1,42,31.8,169,ND,ND,"JAH, MGB",Y,NA
19940712_SBI_ESP_02,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:44,ND,BLSP,1401-55710,N,N,N,0,ND,ND,ND,ND,ND,ND,170,ND,ND,"JF, PM",N,ND
19950803_SBI_WP_05,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:24,ND,BLSP,111-112808,N,N,N,3,ND,ND,ND,ND,ND,ND,170,ND,ND,ND,N,NA
19960607_SBI_WCliffs_32,19960607_SBI_WCliffs,6,7,1996,SBI,SBI,WCliffs,33.477633,-119.042881,6/8/1996 0:52,ND,BLSP,1401-57402,N,N,N,B,ND,ND,ND,ND,ND,ND,170,ND,ND,JR,N,NA
20050708_SBI_ESP_02,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 0:46,ND,BLSP,1971-01982,N,N,N,4,77,20,57,ND,ND,34.68,170,ND,ND,HMN,N,PUKED IN NET
20050708_SBI_ESP_04,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 2:12,ND,BLSP,1971-01994,N,N,N,3,84,20,64,ND,ND,ND,170,ND,ND,HMN,N,NA
20160803_SBI_AP_12,20160803_SBI_AP,8,3,2016,SBI,SBI,AP,33.487622,-119.028535,8/4/2016 0:34,8/4/2016 0:39,BLSP,notbanded,ND,N,N,3,59,0,59,16.3,40.3,35.1,170,ND,ND,"AAY, PTL",N,NA
