"","session_ID","island_code","site_code","lat","long","session_year","session_date","start","end","flagged"
"220","1994-04-15_ANI_EAI_N","ANI","EAI_N",34.016411,-119.362333,1994,1994-04-15,1994-04-15 20:36:00,1994-04-16 04:50:00,"N"
"221","1994-04-17_ANI_EAI_SW","ANI","EAI_SW",34.013008,-119.374161,1994,1994-04-17,1994-04-17 20:26:00,1994-04-18 03:00:00,"N"
"222","1994-05-02_ANI_EAI_N","ANI","EAI_N",34.016411,-119.362333,1994,1994-05-02,1994-05-02 21:30:00,1994-05-03 03:40:00,"N"
"223","1994-05-02_ANI_EAI_W","ANI","EAI_W",34.016017,-119.359978,1994,1994-05-02,1994-05-02 21:14:00,1994-05-03 04:05:00,"N"
"224","1994-05-03_ANI_CC","ANI","CC",34.014197,-119.371283,1994,1994-05-03,1994-05-03 20:30:00,1994-05-04 02:20:00,"N"
"225","1994-05-04_ANI_EAI_N","ANI","EAI_N",34.016411,-119.362333,1994,1994-05-04,1994-05-04 20:30:00,1994-05-05 05:20:00,"N"
"226","1994-05-05_ANI_CC","ANI","CC",34.014197,-119.371283,1994,1994-05-05,1994-05-05 20:43:00,1994-05-06 04:20:00,"N"
"227","1994-05-14_ANI_RR","ANI","RR",34.013764,-119.442644,1994,1994-05-14,1994-05-14 20:34:00,1994-05-15 01:45:00,"N"
"228","1994-06-07_ANI_EAI_N","ANI","EAI_N",34.016411,-119.362333,1994,1994-06-07,1994-06-07 21:05:00,1994-06-08 03:00:00,"N"
"229","1994-06-16_SBI_AP","SBI","AP",33.487622,-119.028535,1994,1994-06-16,1994-06-17 01:36:00,1994-06-17 02:40:00,"N"
"230","1994-07-03_SBI_AP","SBI","AP",33.487622,-119.028535,1994,1994-07-03,1994-07-04 00:30:00,1994-07-04 03:30:00,"N"
"231","1994-07-12_SBI_ESP","SBI","ESP",33.482528,-119.041599,1994,1994-07-12,1994-07-12 23:35:00,1994-07-13 02:35:00,"N"
"232","1994-07-13_SBI_AP","SBI","AP",33.487622,-119.028535,1994,1994-07-13,1994-07-14 00:00:00,1994-07-14 03:00:00,"N"
"233","1994-08-09_SBI_WCliffs","SBI","WCliffs",33.477633,-119.042881,1994,1994-08-09,1994-08-09 11:15:00,1994-08-10 02:15:00,"N"
"234","1994-08-12_SBI_ESP","SBI","ESP",33.482528,-119.041599,1994,1994-08-12,1994-08-12 22:50:00,1994-08-13 02:00:00,"N"
"235","1994-08-14_SBI_WCliffs","SBI","WCliffs",33.477633,-119.042881,1994,1994-08-14,1994-08-15 00:20:00,1994-08-15 03:20:00,"N"
"236","1994-04-16_ANI_EAI_S","ANI","EAI_S",34.014217,-119.365644,1994,1994-04-16,1994-04-16 20:30:00,1994-04-16 21:26:00,"N"
"237","1994-05-04_ANI_EAI_SW","ANI","EAI_SW",34.013008,-119.374161,1994,1994-05-04,1994-05-05 03:00:00,1994-05-05 05:20:00,"N"
