"catch_ID","session_ID","session_date","session_year","session_month","session_day","island_code","subisland_code","site_code","lat","long","capture_date","capture_year","capture_month","capture_day","capture_hour","capture_min","release_date","species","band_no","recapture","replaced","diet","BP","uncorr_mass","mass_tare","mass_corr","culmen","skull_length","tarsus","wing","tail","tail_fork","sex","how_sexed","age","how_aged","bander_id","measurers","flagged","notes"
"2016-05-07_SBI_ESP_02","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 22:25:00,2016,5,7,22,25,2016-05-07 22:28:00,"ASSP","4501-41957","N","N","N","3",34,0,34,12.8,37.6,"25.9",141,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_03","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 22:49:00,2016,5,7,22,49,2016-05-07 22:53:00,"ASSP","4501-41958","N","N","N","3",39,0,39,13.5,37.1,"26.1",143,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_04","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 23:14:00,2016,5,7,23,14,2016-05-07 23:18:00,"ASSP","4501-41959","N","N","N","3",34,0,34,13.6,37.9,"26",149,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_05","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 23:26:00,2016,5,7,23,26,2016-05-07 23:30:00,"ASSP","4501-41960","N","N","N","3",38,0,38,14.4,38.9,"26.4",141,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_06","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 23:34:00,2016,5,7,23,34,2016-05-07 23:42:00,"ASSP","4501-41961","N","N","N","3",37,0,37,14,36,"24.4",150,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_07","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 23:44:00,2016,5,7,23,44,2016-05-07 23:44:00,"ASSP","4501-41962","N","N","N","3",37,0,37,13.6,36.7,"27.1",142,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_08","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 23:55:00,2016,5,7,23,55,2016-05-07 23:59:00,"ASSP","4501-41963","N","N","N","1",33,0,33,13.5,35.1,"25.2",138,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_09","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 00:02:00,2016,5,8,0,2,2016-05-08 00:05:00,"ASSP","4501-41964","N","N","N","1",33,0,33,13.3,38.2,"24.9",142,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_10","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 00:04:00,2016,5,8,0,4,2016-05-08 00:10:00,"ASSP","4501-41965","N","N","N","3",36,0,36,13.8,38.1,"24.5",148,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2018-05-13_SBI_ESP_40","2018-05-13_SBI_ESP",2018-05-13,2018,5,13,"SBI","SBI","ESP",33.482528,-119.041599,2018-05-14 00:13:00,2018,5,14,0,13,2018-05-14 00:22:00,"ASSP","4501-41966","Y","N","N","1",38,0,38,14.6,38.8,"24.9",137,NA,NA,NA,NA,NA,NA,NA,"JAH, JOV","N",NA
"2016-05-07_SBI_ESP_11","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 00:19:00,2016,5,8,0,19,2016-05-08 00:24:00,"ASSP","4501-41966","N","N","N","1",37,0,37,14.2,37.4,"26.4",142,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_12","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 00:27:00,2016,5,8,0,27,2016-05-08 00:30:00,"ASSP","4501-41967","N","N","N","3",37,0,37,14,38.1,"25.5",145,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_13","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 00:46:00,2016,5,8,0,46,2016-05-08 00:51:00,"ASSP","4501-41968","N","N","N","3",32,0,32,14.5,38.5,"25.5",142,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_14","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 01:01:00,2016,5,8,1,1,2016-05-08 01:06:00,"ASSP","4501-41969","N","N","N","0",33,0,33,13.2,36.4,"24.8",147,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_15","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 01:08:00,2016,5,8,1,8,2016-05-08 01:11:00,"ASSP","4501-41970","N","N","N","3",30,0,30,12.7,36.5,"23.5",135,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-05-07_SBI_ESP_16","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-08 01:36:00,2016,5,8,1,36,2016-05-08 01:40:00,"ASSP","4501-41971","N","N","N","3",32,0,32,13.7,37,"25.3",142,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-06-01_SBI_AP_04","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 21:26:00,2016,6,1,21,26,2016-06-01 21:48:00,"ASSP","4501-41972","N","N","N","1",32,0,32,13.3,38.1,"24",140,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_05","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 22:07:00,2016,6,1,22,7,2016-06-01 22:15:00,"ASSP","4501-41973","N","N","N","0",38,0,38,15,39.7,"24.3",145,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_06","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 22:17:00,2016,6,1,22,17,2016-06-01 22:23:00,"ASSP","4501-41974","N","N","N","0",33,0,33,13.8,38.4,"24.2",142,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_07","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 22:27:00,2016,6,1,22,27,2016-06-01 22:31:00,"ASSP","4501-41975","N","N","N","0",37,0,37,13.8,37.6,"23.3",145,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_08","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 22:52:00,2016,6,1,22,52,2016-06-01 22:56:00,"ASSP","4501-41976","N","N","N","0",35,0,35,14.1,38.5,"23.3",139,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_09","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 23:19:00,2016,6,1,23,19,2016-06-01 23:24:00,"ASSP","4501-41977","N","N","N","0",36,0,36,14.5,38.2,"23.7",144,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_10","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 23:27:00,2016,6,1,23,27,2016-06-01 23:37:00,"ASSP","4501-41978","N","N","N","0",33,0,33,14.5,37.6,"22.2",133,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2018-06-10_SBI_AP_35","2018-06-10_SBI_AP",2018-06-10,2018,6,10,"SBI","SBI","AP",33.487622,-119.028535,2018-06-10 22:44:00,2018,6,10,22,44,2018-06-10 22:58:00,"ASSP","4501-41978","Y","N","N","3",34,0,34,14.8,37.4,"23.3",134,NA,NA,NA,NA,NA,NA,NA,"JAH, CMB","N",NA
"2016-06-01_SBI_AP_11","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 23:48:00,2016,6,1,23,48,2016-06-01 23:56:00,"ASSP","4501-41979","N","N","N","3",36,0,36,13.4,37.1,"22.1",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_12","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-01 23:56:00,2016,6,1,23,56,2016-06-02 00:16:00,"ASSP","4501-41980","N","N","N","3",37,0,37,14.6,37.6,"24.4",145,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_13","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 00:27:00,2016,6,2,0,27,2016-06-02 00:32:00,"ASSP","4501-41981","N","N","N","0",33,0,33,14.5,37.5,"24.3",138,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_14","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 00:45:00,2016,6,2,0,45,2016-06-02 00:51:00,"ASSP","4501-41982","N","N","N","0",35,0,35,15.1,40.1,"25",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_15","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 00:50:00,2016,6,2,0,50,2016-06-02 01:00:00,"ASSP","4501-41983","N","N","N","3",39,0,39,15.8,38,"23.3",140,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_16","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 00:53:00,2016,6,2,0,53,2016-06-02 01:05:00,"ASSP","4501-41984","N","N","N","0",33,0,33,14.9,37.9,"23.8",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_17","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 01:10:00,2016,6,2,1,10,2016-06-02 01:20:00,"ASSP","4501-41985","N","N","N","3",33,0,33,14.5,36.5,"23.3",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-01_SBI_AP_18","2016-06-01_SBI_AP",2016-06-01,2016,6,1,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 01:18:00,2016,6,2,1,18,2016-06-02 01:25:00,"ASSP","4501-41986","N","N","N","3",36,0,36,14.5,38.2,"24.1",143,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-07-06_SBI_AP_03","2016-07-06_SBI_AP",2016-07-06,2016,7,6,"SBI","SBI","AP",33.487622,-119.028535,2016-07-06 21:11:00,2016,7,6,21,11,2016-07-06 21:22:00,"ASSP","4501-41987","N","N","N","0",33,0,33,13.6,38.1,"23.1",139,NA,NA,NA,NA,NA,NA,NA,"JAH, AJD","N",NA
"2016-06-02_SBI_AP_02","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 21:24:00,2016,6,2,21,24,2016-06-02 21:29:00,"ASSP","4501-41988","N","N","N","1",33,0,33,15,38.8,"23",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_03","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 22:10:00,2016,6,2,22,10,2016-06-02 22:19:00,"ASSP","4501-41989","N","N","N","0",32,0,32,12.3,36.9,"21.5",140,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_04","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 22:16:00,2016,6,2,22,16,2016-06-02 22:28:00,"ASSP","4501-41990","N","N","N","0",36,0,36,13.4,36.3,"21.6",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_05","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 22:32:00,2016,6,2,22,32,2016-06-02 22:39:00,"ASSP","4501-41991","N","N","N","2",41,0,41,14.1,38.6,"23.5",143,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_06","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 23:14:00,2016,6,2,23,14,2016-06-02 23:20:00,"ASSP","4501-41992","N","N","N","0",34,0,34,14.4,38.1,"23.4",139,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_07","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 23:34:00,2016,6,2,23,34,2016-06-02 23:39:00,"ASSP","4501-41993","N","N","N","3",35,0,35,14.1,38.3,"23.8",140,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_08","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 23:45:00,2016,6,2,23,45,2016-06-02 23:51:00,"ASSP","4501-41994","N","N","N","0",37,0,37,14.2,37.6,"22.9",138,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_09","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 23:58:00,2016,6,2,23,58,2016-06-03 00:04:00,"ASSP","4501-41995","N","N","N","0",39,0,39,14.4,39.9,"25.2",143,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_10","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-03 00:13:00,2016,6,3,0,13,2016-06-03 00:28:00,"ASSP","4501-41996","N","N","N","3",35,0,35,13.5,37.6,"23.6",138,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-07-06_SBI_AP_04","2016-07-06_SBI_AP",2016-07-06,2016,7,6,"SBI","SBI","AP",33.487622,-119.028535,2016-07-06 21:37:00,2016,7,6,21,37,2016-07-06 22:12:00,"ASSP","4501-41997","Y","N","N","0",32,0,32,15.8,39.4,"25.9",133,NA,NA,NA,NA,NA,NA,NA,"JAH, AJD","N",NA
"2016-06-02_SBI_AP_11","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-03 00:32:00,2016,6,3,0,32,2016-06-03 00:43:00,"ASSP","4501-41997","N","N","N","0",38,0,38,12.9,38,"21.6",136,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_12","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-03 00:45:00,2016,6,3,0,45,2016-06-03 00:51:00,"ASSP","4501-41998","N","N","N","2",33,0,33,14.3,38.1,"23",141,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-06-02_SBI_AP_13","2016-06-02_SBI_AP",2016-06-02,2016,6,2,"SBI","SBI","AP",33.487622,-119.028535,2016-06-02 22:53:00,2016,6,2,22,53,2016-06-02 23:01:00,"ASSP","4501-41999","N","N","N","0",32,0,32,14.5,37.7,"23.2",134,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-05-07_SBI_ESP_17","2016-05-07_SBI_ESP",2016-05-07,2016,5,7,"SBI","SBI","ESP",33.482528,-119.041599,2016-05-07 22:39:00,2016,5,7,22,39,2016-05-07 22:43:00,"ASSP","4501-42000","N","N","N","2",34,0,34,13.6,38,"26.1",144,NA,NA,NA,NA,NA,NA,NA,"PTL, AAY","N",NA
"2016-06-04_SBI_ESP_01","2016-06-04_SBI_ESP",2016-06-04,2016,6,4,"SBI","SBI","ESP",33.482528,-119.041599,2016-06-04 21:55:00,2016,6,4,21,55,2016-06-04 22:01:00,"ASSP","4501-49165","Y","N","N","3",34,0,34,14.5,38.9,"22.9",143,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","Y","When originally banded?"
"2005-05-28_SMI_PI_01","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 21:17:00,2005,5,28,21,17,NA,"ASSP","4501-95401","N","N","N","2",65,25,40,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"JA","Y","CAPTURED INCIDENTALLY BEFORE NET OPENED"
"2005-05-28_SMI_PI_02","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:05:00,2005,5,28,22,5,NA,"ASSP","4501-95402","N","N","N","2",64,25,39,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,"JA","Y","CAPTURED INCIDENTALLY BEFORE NET OPENED, PUKED IN NET"
"2005-05-28_SMI_PI_03","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:36:00,2005,5,28,22,36,NA,"LHSP","4501-95403","N","N","N","4",62,25,37,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,"JA","N","RUMP = 5"
"2005-05-28_SMI_PI_04","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:36:00,2005,5,28,22,36,NA,"ASSP","4501-95404","N","N","N","0",67,31,36,NA,NA,NA,143,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_05","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:38:00,2005,5,28,22,38,NA,"ASSP","4501-95405","N","N","N","3",62,25,37,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_06","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:40:00,2005,5,28,22,40,NA,"ASSP","4501-95406","N","N","N",NA,67,29,38,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_07","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:43:00,2005,5,28,22,43,NA,"ASSP","4501-95407","N","N","N","3",61,25,36,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_08","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:46:00,2005,5,28,22,46,NA,"ASSP","4501-95408","N","N","N",NA,61,25,36,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_09","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:53:00,2005,5,28,22,53,NA,"ASSP","4501-95409","N","N","N",NA,48,13,35,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_10","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:53:00,2005,5,28,22,53,NA,"ASSP","4501-95410","N","N","N","0",46,13,33,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_11","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:53:00,2005,5,28,22,53,NA,"ASSP","4501-95411","N","N","N","3",70,31,39,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,"JA","N",NA
"2005-05-29_SMI_PI_02","2005-05-29_SMI_PI",2005-05-29,2005,5,29,"SMI","PI","PI",34.056323,-120.332024,2005-05-30 01:30:00,2005,5,30,1,30,NA,"ASSP","4501-95411","Y","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JA","N","RECAPTURE BANDED PREVIOUS NIGHT PI"
"2005-05-28_SMI_PI_12","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:46:00,2005,5,28,22,46,NA,"ASSP","4501-95412","N","N","N","3",66,30,36,NA,NA,NA,138,NA,NA,"M",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_13","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:00:00,2005,5,28,23,0,NA,"ASSP","4501-95413","N","N","N","0",67,30,37,NA,NA,NA,148,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_14","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 22:46:00,2005,5,28,22,46,NA,"ASSP","4501-95414","N","N","N","3",63,25,38,NA,NA,NA,140,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-07-03_SMI_PI_13","2005-07-03_SMI_PI",2005-07-03,2005,7,3,"SMI","PI","PI",34.056323,-120.332024,2005-07-04 01:15:00,2005,7,4,1,15,NA,"ASSP","4501-95414","Y","N","N","4",65,25,40,NA,NA,NA,145,NA,NA,"N",NA,NA,NA,NA,"JA","N","RECAPTURE, NBS-USA - BANDED 5/28/05 ON PI WITH BP = 3"
"2005-05-28_SMI_PI_15","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:00:00,2005,5,28,23,0,NA,"ASSP","4501-95415","N","N","N","0",65,25,40,NA,NA,NA,141,NA,NA,"N",NA,NA,NA,NA,"JA","N","not available for analysis"
"2005-05-28_SMI_PI_16","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:00:00,2005,5,28,23,0,NA,"ASSP","4501-95416","N","N","N","0",63,25,38,NA,NA,NA,143,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_17","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:00:00,2005,5,28,23,0,NA,"ASSP","4501-95417","N","N","N","1.5",64,29,35,NA,NA,NA,143,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_18","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:00:00,2005,5,28,23,0,NA,"ASSP","4501-95418","N","N","N","2",53,20,33,NA,NA,NA,140,NA,NA,"N",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_19","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:33:00,2005,5,28,23,33,NA,"ASSP","4501-95419","N","N","N","2",60,28,32,NA,NA,NA,135,NA,NA,"F",NA,NA,NA,NA,"JA","N","CAPTURED W/O VOCALIZATIONS"
"2005-05-28_SMI_PI_20","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:33:00,2005,5,28,23,33,NA,"ASSP","4501-95420","N","N","N","3",62,25,37,NA,NA,NA,147,NA,NA,"M",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_21","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:42:00,2005,5,28,23,42,NA,"ASSP","4501-95421","N","N","N","3",62,25,37,NA,NA,NA,142,NA,NA,"F",NA,NA,NA,NA,"JA","Y","HR THINKS MALE"
"2005-05-28_SMI_PI_22","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:45:00,2005,5,28,23,45,NA,"ASSP","4501-95422","N","N","N","3",62,25,37,NA,NA,NA,140,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_23","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:50:00,2005,5,28,23,50,NA,"ASSP","4501-95423","N","N","N","3",63,25,38,NA,NA,NA,147,NA,NA,"M",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_24","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:55:00,2005,5,28,23,55,NA,"ASSP","4501-95424","N","N","N","3",63,25,38,NA,NA,NA,138,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_25","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-28 23:57:00,2005,5,28,23,57,NA,"ASSP","4501-95425","N","N","N","3",62,25,37,NA,NA,NA,148,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_26","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-29 00:01:00,2005,5,29,0,1,NA,"ASSP","4501-95426","N","N","N","0",65,29,36,NA,NA,NA,139,NA,NA,"F",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_27","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-29 00:08:00,2005,5,29,0,8,NA,"ASSP","4501-95427","N","N","N","0",63,25,38,NA,NA,NA,141,NA,NA,"N",NA,NA,NA,NA,"JA","N",NA
"2005-05-28_SMI_PI_28","2005-05-28_SMI_PI",2005-05-28,2005,5,28,"SMI","PI","PI",34.056323,-120.332024,2005-05-29 00:08:00,2005,5,29,0,8,NA,"ASSP","4501-95428","N","N","N","4",59,25,34,NA,NA,NA,145,NA,NA,"N",NA,NA,NA,NA,"JA","N",NA
