"catch_ID","session_ID","session_date","session_year","session_month","session_day","island_code","subisland_code","site_code","lat","long","capture_date","capture_year","capture_month","capture_day","capture_hour","capture_min","release_date","species","band_no","recapture","replaced","diet","BP","uncorr_mass","mass_tare","mass_corr","culmen","skull_length","tarsus","wing","tail","tail_fork","sex","how_sexed","age","how_aged","bander_id","measurers","flagged","notes"
"1999-07-14_SBI_AP_05","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 22:51:00,1999,7,14,22,51,NA,"ASSP","1401-56188","N","N","N","D",NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_06","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 22:57:00,1999,7,14,22,57,NA,"BLSP","1401-56189","N","N","N","D",NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_07","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:00:00,1999,7,14,23,0,NA,"ASSP","1401-56190","N","N","N","PD",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_08","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:07:00,1999,7,14,23,7,NA,"BLSP","1401-56191","N","N","N","B",NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_09","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:10:00,1999,7,14,23,10,NA,"ASSP","1401-56192","N","N","N","D",NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_10","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:16:00,1999,7,14,23,16,NA,"BLSP","1401-56193","N","N","N","B",NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_11","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:24:00,1999,7,14,23,24,NA,"ASSP","1401-56194","N","N","N","D",NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_12","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:34:00,1999,7,14,23,34,NA,"BLSP","1401-56195","N","N","N","PD",NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_13","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:47:00,1999,7,14,23,47,NA,"ASSP","1401-56196","N","N","N","PD",NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_14","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:50:00,1999,7,14,23,50,NA,"BLSP","1401-56197","N","N","N","B",NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_15","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-14 23:56:00,1999,7,14,23,56,NA,"BLSP","1401-56198","N","N","N","B",NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_16","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 00:07:00,1999,7,15,0,7,NA,"BLSP","1401-56199","N","N","N","PD",NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_17","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 00:12:00,1999,7,15,0,12,NA,"BLSP","1401-56200","N","N","N","PD",NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,"SW","N","Refeathering, regurgitated oil"
"2014-06-23_SCI_SR_01","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-23 22:35:00,2014,6,23,22,35,2014-06-23 22:45:00,"ASSP","1401-56207","N","N","N","3",34,0,34,13.3,NA,"22.1",139,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_02","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-23 22:47:00,2014,6,23,22,47,2014-06-23 22:55:00,"ASSP","1401-56208","N","N","N","4",36,0,36,15,NA,"25.2",154,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_03","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-23 22:58:00,2014,6,23,22,58,2014-06-23 23:08:00,"ASSP","1401-56209","N","N","N","3",NA,NA,NA,14.5,NA,"24.6",145,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_04","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-23 23:11:00,2014,6,23,23,11,2014-06-23 23:20:00,"ASSP","1401-56210","N","N","N","2",42,0,42,13.9,NA,"24.9",146,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2016-05-04_SCI_SR_01","2016-05-04_SCI_SR",2016-05-04,2016,5,4,"SCI","SR","SR",34.047666,-119.547674,2016-05-05 00:01:00,2016,5,5,0,1,2016-05-05 00:09:00,"ASSP","1401-56210","Y","N","N","3",37,0,37,14.9,39.3,"22.7",147.5,NA,NA,NA,NA,NA,NA,NA,"JAH, CAC, AJB","N",NA
"2014-06-23_SCI_SR_05","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-23 23:45:00,2014,6,23,23,45,2014-06-23 23:52:00,"ASSP","1401-56211","N","N","N","3",37,0,37,13.8,NA,"25.9",140,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_06","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-24 00:08:00,2014,6,24,0,8,2014-06-24 00:15:00,"ASSP","1401-56212","N","N","N","3",35,0,35,15.1,NA,"26.3",148,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_07","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-24 00:22:00,2014,6,24,0,22,2014-06-24 00:32:00,"ASSP","1401-56213","N","N","N","3",37,0,37,14.8,NA,"24.7",144,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_08","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-24 00:42:00,2014,6,24,0,42,2014-06-24 00:55:00,"ASSP","1401-56214","N","N","N","3",35,0,35,15,NA,"22",141,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2014-06-23_SCI_SR_09","2014-06-23_SCI_SR",2014-06-23,2014,6,23,"SCI","SR","SR",34.047666,-119.547674,2014-06-24 01:11:00,2014,6,24,1,11,2014-06-24 01:19:00,"ASSP","1401-56215","N","N","N","3",38,0,38,14.6,NA,"24.9",140,NA,NA,NA,NA,NA,NA,NA,"DMM, JAH, EWW, CAC, SMC","N",NA
"2015-06-16_SCI_SR_01","2015-06-16_SCI_SR",2015-06-16,2015,6,16,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 00:45:00,2015,6,17,0,45,2015-06-17 00:57:00,"ASSP","1401-56216","N","N","N","1",36,0,36,14,39.1,"25.9",139,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL","N",NA
"2015-06-16_SCI_SR_02","2015-06-16_SCI_SR",2015-06-16,2015,6,16,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 01:04:00,2015,6,17,1,4,2015-06-17 01:10:00,"ASSP","1401-56217","N","N","N","2",35,0,35,15,36.2,"26.1",143,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL","N",NA
"2015-06-16_SCI_SR_03","2015-06-16_SCI_SR",2015-06-16,2015,6,16,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 01:25:00,2015,6,17,1,25,2015-06-17 01:31:00,"ASSP","1401-56218","N","N","N","1",34,0,34,14,36.5,"23.9",139,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL","N",NA
"2015-06-17_SCI_SR_01","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 21:44:00,2015,6,17,21,44,2015-06-17 21:52:00,"ASSP","1401-56219","N","N","N","2",36,0,36,15.9,44,"21.5",145,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_02","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 22:04:00,2015,6,17,22,4,2015-06-17 22:13:00,"ASSP","1401-56220","N","N","N","1",33,0,33,14,43.7,"24.8",142,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_03","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 22:36:00,2015,6,17,22,36,2015-06-17 22:43:00,"ASSP","1401-56221","N","N","N","1",36,0,36,14.8,39.1,"25.2",143,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_04","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 22:41:00,2015,6,17,22,41,2015-06-17 22:50:00,"ASSP","1401-56222","N","N","N","2",39,0,39,15.5,38.2,"21.1",140,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_05","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 23:02:00,2015,6,17,23,2,2015-06-17 23:06:00,"ASSP","1401-56223","N","N","N","3",35,0,35,14.8,38.1,"24.3",135,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_06","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 23:30:00,2015,6,17,23,30,2015-06-17 23:38:00,"ASSP","1401-56224","N","N","N","1",38,0,38,15.2,39.6,"22.1",134,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_07","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 23:47:00,2015,6,17,23,47,2015-06-18 00:07:00,"ASSP","1401-56225","N","N","N","3",35,0,35,14.6,37.9,"22.3",139,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_08","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 23:55:00,2015,6,17,23,55,2015-06-18 00:04:00,"ASSP","1401-56226","N","N","N","0",34,0,34,13.1,37,"24.1",135,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_09","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 00:12:00,2015,6,18,0,12,2015-06-18 00:18:00,"ASSP","1401-56227","N","N","N","0",36,0,36,15.1,39.3,"25.2",141,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_10","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 00:34:00,2015,6,18,0,34,2015-06-18 00:43:00,"ASSP","1401-56228","N","N","N","0",36,0,36,13.8,37.4,"25.2",142,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-08-11_SMI_PI_01","2015-08-11_SMI_PI",2015-08-11,2015,8,11,"SMI","PI","PI",34.056323,-120.332024,2015-08-12 00:23:00,2015,8,12,0,23,NA,"ASSP","1401-56228","Y","N","N","4.5",63,25,38,15.2,38,"22.9",144,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Originally banded at SR in 6/2015."
"2015-06-17_SCI_SR_11","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 00:52:00,2015,6,18,0,52,2015-06-18 01:01:00,"ASSP","1401-56229","N","N","N","0",33,0,33,14.2,37.8,"23.5",135,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_12","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 01:08:00,2015,6,18,1,8,2015-06-18 01:16:00,"ASSP","1401-56230","N","N","N","3",36,0,36,14.1,38.3,"22.3",135,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2016-05-04_SCI_SR_02","2016-05-04_SCI_SR",2016-05-04,2016,5,4,"SCI","SR","SR",34.047666,-119.547674,2016-05-04 22:23:00,2016,5,4,22,23,2016-05-04 22:27:00,"ASSP","1401-56230","Y","N","N","3",34,0,34,14.1,37.8,"23.6",139,NA,NA,NA,NA,NA,NA,NA,"JAH, CAC, AJB","N",NA
"2016-05-05_SCI_SR_01","2016-05-05_SCI_SR",2016-05-05,2016,5,5,"SCI","SR","SR",34.047666,-119.547674,2016-05-06 00:54:00,2016,5,6,0,54,2016-05-06 00:56:00,"ASSP","1401-56230","Y","N","N","3",36,0,36,14.1,37.8,"23.6",139,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2016-05-04_SCI_SR_03","2016-05-04_SCI_SR",2016-05-04,2016,5,4,"SCI","SR","SR",34.047666,-119.547674,2016-05-04 23:16:00,2016,5,4,23,16,2016-05-04 23:17:00,"ASSP","1401-56230","SNR","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAH, CAC, AJB","N","Same night recapture"
"2015-06-17_SCI_SR_13","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 01:17:00,2015,6,18,1,17,2015-06-18 01:30:00,"ASSP","1401-56231","N","N","N","3",37,0,37,14.8,40.1,"24.4",143,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2015-06-17_SCI_SR_14","2015-06-17_SCI_SR",2015-06-17,2015,6,17,"SCI","SR","SR",34.047666,-119.547674,2015-06-18 01:40:00,2015,6,18,1,40,2015-06-18 01:53:00,"ASSP","1401-56232","N","N","N","3",41,0,41,14.1,38,"24.1",140,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL, DMM, MGB, CAC","N",NA
"2017-06-19_SCI_SR_01","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 21:33:00,2017,6,19,21,33,2017-06-19 21:41:00,"ASSP","1401-56233","N","N","N","1",34,0,34,13.9,36.8,"25.7",142,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_02","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 21:59:00,2017,6,19,21,59,2017-06-19 22:05:00,"ASSP","1401-56234","N","N","N","0",33,0,33,13.8,37.6,"26.7",140,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_03","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:15:00,2017,6,19,22,15,2017-06-19 22:21:00,"ASSP","1401-56235","N","N","N","0",37,0,37,14.5,37.9,"26.9",144,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_04","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:17:00,2017,6,19,22,17,2017-06-19 22:27:00,"ASSP","1401-56236","N","N","N","0",35,0,35,14.4,38.5,"23.1",139,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_05","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:20:00,2017,6,19,22,20,2017-06-19 22:29:00,"ASSP","1401-56237","N","N","N","3",38,0,38,14.9,37.1,"23.6",143,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_06","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:32:00,2017,6,19,22,32,2017-06-19 22:45:00,"ASSP","1401-56238","N","N","N","1",34,0,34,14.9,37.7,"25.3",142,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_07","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:37:00,2017,6,19,22,37,2017-06-19 22:45:00,"ASSP","1401-56239","N","N","N","0",34,0,34,14.5,37.1,"22.8",135,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_08","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:45:00,2017,6,19,22,45,2017-06-19 22:51:00,"ASSP","1401-56240","N","N","N","3",37,0,37,13.8,37.3,"23.8",144,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_09","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 22:53:00,2017,6,19,22,53,2017-06-19 23:00:00,"ASSP","1401-56241","N","N","N","0",36,0,36,14.8,37.3,"21.8",140,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_10","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:09:00,2017,6,19,23,9,2017-06-19 23:18:00,"ASSP","1401-56242","N","N","N","1",36,0,36,15.3,37.5,"22.5",143,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_11","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:11:00,2017,6,19,23,11,2017-06-19 23:18:00,"ASSP","1401-56243","N","N","N","0",37,0,37,14.8,37.7,"22.4",137,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_12","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:19:00,2017,6,19,23,19,2017-06-19 23:25:00,"ASSP","1401-56244","N","N","N","1",37,0,37,13.4,37.8,"22",141,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_13","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:26:00,2017,6,19,23,26,2017-06-19 23:34:00,"ASSP","1401-56246","N","N","N","1",36,0,36,14.3,36.5,"22.6",149,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_14","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:38:00,2017,6,19,23,38,2017-06-19 23:43:00,"ASSP","1401-56247","N","N","N","1",40,0,40,13.6,37.4,"22.9",139,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_15","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:47:00,2017,6,19,23,47,2017-06-19 23:55:00,"ASSP","1401-56248","N","N","N","0",36,0,36,14.8,36.8,"22.8",140,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_16","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:47:00,2017,6,19,23,47,2017-06-19 23:54:00,"ASSP","1401-56249","N","N","N","0",36,0,36,13.1,38,"24.1",142,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"2017-06-19_SCI_SR_17","2017-06-19_SCI_SR",2017-06-19,2017,6,19,"SCI","SR","SR",34.047666,-119.547674,2017-06-19 23:54:00,2017,6,19,23,54,2017-06-20 00:01:00,"ASSP","1401-56250","N","N","N","1",34,0,34,14,37.7,"21.6",139,NA,NA,NA,NA,NA,NA,NA,"AJD, CAC, AAY","N",NA
"1999-07-14_SBI_AP_18","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 00:15:00,1999,7,15,0,15,NA,"BLSP","1401-56251","N","N","N","PD",NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,"SW","N","Refeathering"
"1999-07-14_SBI_AP_19","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 00:21:00,1999,7,15,0,21,NA,"BLSP","1401-56252","N","N","N","B",NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_20","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 00:32:00,1999,7,15,0,32,NA,"ASSP","1401-56253","N","N","N","B",NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_21","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:04:00,1999,7,15,1,4,NA,"ASSP","1401-56254","N","N","N","B",NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_22","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:06:00,1999,7,15,1,6,NA,"BLSP","1401-56255","N","N","N","B",NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_23","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:09:00,1999,7,15,1,9,NA,"BLSP","1401-56256","N","N","N","B",NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_24","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:12:00,1999,7,15,1,12,NA,"ASSP","1401-56257","N","N","N","B",NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_25","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:16:00,1999,7,15,1,16,NA,"BLSP","1401-56258","N","N","N","PD",NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,"SW","N","Refeathering"
"1999-07-14_SBI_AP_26","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:19:00,1999,7,15,1,19,NA,"ASSP","1401-56259","N","N","N","B",NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_27","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:24:00,1999,7,15,1,24,NA,"BLSP","1401-56260","N","N","N","PD",NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,"SW","N","Refeathering"
"1999-07-14_SBI_AP_28","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:28:00,1999,7,15,1,28,NA,"BLSP","1401-56261","N","N","N","B",NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_29","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:30:00,1999,7,15,1,30,NA,"BLSP","1401-56262","N","N","N","B",NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,"SW","N",NA
"1999-07-14_SBI_AP_30","1999-07-14_SBI_AP",1999-07-14,1999,7,14,"SBI","SBI","AP",33.487622,-119.028535,1999-07-15 01:02:00,1999,7,15,1,2,NA,"ASSP","1401-56290","SNR","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW","Y","Typo? Check raw data (SNR but band not listed)."
"2016-05-05_SCI_SR_02","2016-05-05_SCI_SR",2016-05-05,2016,5,5,"SCI","SR","SR",34.047666,-119.547674,2016-05-06 00:18:00,2016,5,6,0,18,2016-05-06 00:22:00,"ASSP","1401-56292","Y","N","N","3",41,0,41,15.7,40.2,"24",143.5,NA,NA,NA,NA,NA,NA,NA,"JAH, AJB","N",NA
"2015-06-16_SCI_SR_04","2015-06-16_SCI_SR",2015-06-16,2015,6,16,"SCI","SR","SR",34.047666,-119.547674,2015-06-17 00:09:00,2015,6,17,0,9,2015-06-17 00:16:00,"ASSP","1401-56292","N","N","N","3",37,0,37,15.5,40,"25.2",145,NA,NA,NA,NA,NA,NA,NA,"JAH, PTL","N",NA
