catch_ID,session_ID,session_date,session_year,session_month,session_day,island_code,subisland_code,site_code,lat,long,capture_date,capture_year,capture_month,capture_day,capture_hour,capture_min,release_date,species,ind_code,band_no,recapture,replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
2018-05-13_SBI_ESP_13,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 22:36,2018,5,13,22,36,5/13/2018 22:42,ASSP,2461-05715,2461-05715,N,N,N,0,36,0,36,13.3,37.9,22.7,134,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_14,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 22:45,2018,5,13,22,45,NA,ASSP,2461-05715,2461-05715,SNR,N,N,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,"JAH, JOV",N,Same night recapture
2018-05-13_SBI_ESP_15,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 22:47,2018,5,13,22,47,5/13/2018 22:52,ASSP,2461-05716,2461-05716,N,N,N,0,34,0,34,14.5,37.8,23.6,143,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_16,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 22:47,2018,5,13,22,47,5/13/2018 22:55,ASSP,2461-05717,2461-05717,N,N,N,1,36,0,36,15.1,37.7,24,140,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_17,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 22:54,2018,5,13,22,54,5/13/2018 23:00,ASSP,2461-05718,2461-05718,N,N,N,3,36,0,36,14.3,38.1,23.2,138,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_18,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:20,2018,5,13,23,20,5/13/2018 23:30,ASSP,2461-05719,2461-05719,N,N,N,3,35,0,35,15,37.4,23.8,145,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_19,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:21,2018,5,13,23,21,5/13/2018 23:28,ASSP,2461-05720,2461-05720,N,N,N,2,36,0,36,14.1,37,23.3,142,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_20,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:30,2018,5,13,23,30,5/13/2018 23:43,ASSP,2461-05721,2461-05721,N,N,N,3,36,0,36,14.4,37,22.4,138,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_21,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:35,2018,5,13,23,35,5/13/2018 23:42,ASSP,2461-05722,2461-05722,N,N,N,1,35,0,35,13.6,36.5,23,140,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_22,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:35,2018,5,13,23,35,5/13/2018 23:43,ASSP,2461-05723,2461-05723,N,N,N,0,36,0,36,13.9,37.6,23.8,141,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_23,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:10,2018,5,14,1,10,5/14/2018 1:15,ASSP,2461-05724,2461-05724,N,N,N,0,37,0,37,14.1,37.2,23.9,140,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_24,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/13/2018 23:35,2018,5,13,23,35,5/13/2018 23:53,ASSP,2461-05725,2461-05725,N,N,N,2,32,0,32,13.8,36,23.2,138,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_25,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:02,2018,5,14,0,2,5/14/2018 0:10,ASSP,2461-05726,2461-05726,N,N,N,0,35,0,35,14.4,37.6,24.6,136,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_26,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:02,2018,5,14,0,2,5/14/2018 0:07,ASSP,2461-05727,2461-05727,N,N,N,0,33,0,33,14.1,37.4,22.6,139,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_27,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:02,2018,5,14,0,2,5/14/2018 0:16,ASSP,2461-05728,2461-05728,N,N,N,3,32,0,32,13.6,36.1,22.2,137,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_28,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:09,2018,5,14,0,9,5/14/2018 0:15,ASSP,2461-05729,2461-05729,N,N,N,3,35,0,35,14.9,38.8,23.9,141,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_29,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:25,2018,5,14,0,25,5/14/2018 0:35,ASSP,2461-05730,2461-05730,N,N,N,0,38,0,38,13.9,38.7,23.6,136,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_30,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:25,2018,5,14,0,25,5/14/2018 0:41,ASSP,2461-05731,2461-05731,N,N,N,3,38,0,38,14.4,37.3,23.3,142,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_31,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:30,2018,5,14,0,30,5/14/2018 0:40,ASSP,2461-05732,2461-05732,N,N,N,3,38,0,38,14,38,23.3,140,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_32,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:44,2018,5,14,0,44,5/14/2018 0:48,ASSP,2461-05733,2461-05733,N,N,N,0,35,0,35,14.2,38.1,23.1,140,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_33,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 0:44,2018,5,14,0,44,5/14/2018 0:50,ASSP,2461-05734,2461-05734,N,N,N,1,33,0,33,14,37.6,23,137,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_34,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:07,2018,5,14,1,7,5/14/2018 1:13,ASSP,2461-05735,2461-05735,N,N,N,0,29,0,29,13.6,36.3,21.8,136,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_35,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:21,2018,5,14,1,21,5/14/2018 1:26,ASSP,2461-05736,2461-05736,N,N,N,1,33,0,33,14.3,38,23.9,139,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_36,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:35,2018,5,14,1,35,5/14/2018 1:39,ASSP,2461-05737,2461-05737,N,N,N,2,37,0,37,14.8,38,24.2,145,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_37,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:48,2018,5,14,1,48,5/14/2018 1:54,ASSP,2461-05738,2461-05738,N,N,N,0,31,0,31,13.9,37,23.8,136,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_38,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:56,2018,5,14,1,56,5/14/2018 2:02,ASSP,2461-05739,2461-05739,N,N,N,2,35,0,35,13.9,37.1,23.2,138,ND,ND,"JAH, JOV",N,NA
2018-05-13_SBI_ESP_39,2018-05-13_SBI_ESP,5/13/2018,2018,5,13,SBI,SBI,ESP,33.482528,-119.041599,5/14/2018 1:56,2018,5,14,1,56,5/14/2018 2:04,ASSP,2461-05740,2461-05740,N,N,N,0,36,0,36,13.8,38.7,23,141,ND,ND,"JAH, JOV",N,NA
2018-06-10_SBI_AP_02,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:15,2018,6,10,22,15,6/10/2018 22:23,ASSP,2461-05741,2461-05741,N,N,N,0,33,0,33,14.8,38.4,25.8,144,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_03,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:25,2018,6,10,22,25,6/10/2018 22:30,ASSP,2461-05742,2461-05742,N,N,N,1,34,0,34,14.1,38.5,23.2,139,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_04,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:33,2018,6,10,22,33,6/10/2018 22:42,ASSP,2461-05743,2461-05743,N,N,N,0,33,0,33,14.5,38.6,23.7,144,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_05,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:38,2018,6,10,22,38,6/10/2018 22:46,ASSP,2461-05744,2461-05744,N,N,N,0,36,0,36,13.4,37.4,25.8,142,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_06,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:38,2018,6,10,22,38,6/10/2018 22:51,ASSP,2461-05745,2461-05745,N,N,N,0,36,0,36,14.6,38.4,24.5,140,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_07,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:44,2018,6,10,22,44,6/10/2018 22:51,ASSP,2461-05746,2461-05746,N,N,N,0,34,0,34,15,39.4,23.3,142,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_08,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 22:54,2018,6,10,22,54,6/10/2018 23:04,ASSP,2461-05747,2461-05747,N,N,N,0,32,0,32,14,37.9,25.3,141,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_09,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:15,2018,6,10,23,15,6/10/2018 23:26,ASSP,2461-05748,2461-05748,N,N,N,3,33,0,33,13.1,36.4,23.9,136,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_10,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:32,2018,6,10,23,32,6/10/2018 23:41,ASSP,2461-05749,2461-05749,N,N,N,0,32,0,32,13.4,36.3,23.6,136,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_11,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:38,2018,6,10,23,38,6/10/2018 23:47,ASSP,2461-05750,2461-05750,N,N,N,3,35,0,35,14.9,38.2,23.8,139,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_12,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:44,2018,6,10,23,44,6/10/2018 23:49,ASSP,2461-05751,2461-05751,N,N,N,0,36,0,36,14.4,38.3,24.4,141,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_13,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:44,2018,6,10,23,44,6/10/2018 23:57,ASSP,2461-05752,2461-05752,N,N,N,2,33,0,33,14.9,37.4,22.6,138,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_14,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/2018 23:51,2018,6,10,23,51,6/11/2018 0:08,ASSP,2461-05753,2461-05753,N,N,N,0,35,0,35,13.4,36.5,23.3,142,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_15,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:20,2018,6,11,0,20,6/11/2018 0:25,ASSP,2461-05754,2461-05754,N,N,N,2,34,0,34,13.9,37,23.8,142,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_16,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:30,2018,6,11,0,30,6/11/2018 0:39,ASSP,2461-05755,2461-05755,N,N,N,0,34,0,34,14,37.8,23.9,141,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_17,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:35,2018,6,11,0,35,6/11/2018 0:43,ASSP,2461-05756,2461-05756,N,N,N,3,36,0,36,14,37.4,24.3,145,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_18,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:46,2018,6,11,0,46,6/11/2018 1:18,ASSP,2461-05757,2461-05757,N,N,N,ND,38,0,38,ND,ND,ND,ND,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_19,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:52,2018,6,11,0,52,6/11/2018 1:24,ASSP,2461-05758,2461-05758,N,N,N,1,39,0,39,13.2,38,22.5,141,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_20,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 0:59,2018,6,11,0,59,6/11/2018 1:26,ASSP,2461-05759,2461-05759,N,N,N,3,37,0,37,14.8,38,23.1,137,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_21,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:03,2018,6,11,1,3,6/11/2018 1:28,ASSP,2461-05760,2461-05760,N,N,N,0,36,0,36,14.8,37.6,24,137,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_22,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:05,2018,6,11,1,5,6/11/2018 1:30,ASSP,2461-05761,2461-05761,N,N,N,3,33,0,33,13.8,37.4,24.2,140,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_23,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:14,2018,6,11,1,14,6/11/2018 1:32,ASSP,2461-05762,2461-05762,N,N,N,0,40,0,40,15.1,39.5,25,143,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_24,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:24,2018,6,11,1,24,6/11/2018 1:36,ASSP,2461-05763,2461-05763,N,N,N,ND,34,0,34,ND,ND,ND,ND,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_25,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:28,2018,6,11,1,28,6/11/2018 1:44,ASSP,2461-05764,2461-05764,N,N,N,3,36,0,36,14,37.9,23.7,145,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_26,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:40,2018,6,11,1,40,6/11/2018 1:45,ASSP,2461-05765,2461-05765,N,N,N,0,33,0,33,14.1,38.8,23.5,139,ND,ND,"JAH, CMB",N,NA
2018-06-10_SBI_AP_27,2018-06-10_SBI_AP,6/10/2018,2018,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/2018 1:40,2018,6,11,1,40,6/11/2018 1:50,ASSP,2461-05766,2461-05766,N,N,N,3,35,0,35,14.3,37.9,23.2,137,ND,ND,"JAH, CMB",N,NA
