catch_ID,session_ID,session_date,session_year,session_month,session_day,island_code,subisland_code,site_code,lat,long,capture_date,capture_year,capture_month,capture_day,capture_hour,capture_min,release_date,species,ind_code,band_no,recapture,replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
2005-07-07_SCI_SR_02,2005-07-07_SCI_SR,7/7/2005,2005,7,7,SCI,SR,SR,ND,ND,7/8/2005 3:20,2005,7,8,3,20,7/8/2005 3:32,CAAU,1313-70010,1313-70010,N,N,N,ND,200,31,169,ND,ND,ND,ND,ND,ND,JA,N,TDR = 9985
1996-06-06_SBI_AP_31,1996-06-06_SBI_AP,6/6/1996,1996,6,6,SBI,SBI,AP,33.487622,-119.028535,6/7/1996 1:37,1996,6,7,1,37,NA,ASSP,1401-50740,1401-50740,Y,N,N,B,ND,ND,ND,ND,ND,ND,138,ND,ND,JR,Y,When originally banded?
1995-06-24_SBI_ESP_20,1995-06-24_SBI_ESP,6/24/1995,1995,6,24,SBI,SBI,ESP,33.482528,-119.041599,6/25/1995 1:02,1995,6,25,1,2,NA,ASSP,1401-50742,1401-50742,Y,N,N,3,ND,ND,ND,ND,ND,ND,141,ND,ND,ND,Y,When originally banded?
2005-08-01_SBI_AP_01,2005-08-01_SBI_AP,8/1/2005,2005,8,1,SBI,SBI,AP,33.487622,-119.028535,8/1/2005 23:37,2005,8,1,23,37,NA,ASSP,1401-50789,1401-50789,Y,N,N,3,58,20,38,ND,ND,ND,145,ND,ND,JA,Y,RECAPTURE BANDED PRIOR TO 2004. When originally banded?
1999-06-10_SBI_AP_02,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 1:51,1999,6,11,1,51,NA,ASSP,1401-51901,1401-51901,Y,N,N,B,ND,ND,ND,ND,ND,ND,141,ND,ND,SW,Y,When originally banded?
1994-06-16_SBI_AP_01,1994-06-16_SBI_AP,6/16/1994,1994,6,16,SBI,SBI,AP,33.487622,-119.028535,6/17/1994 2:18,1994,6,17,2,18,NA,ASSP,1401-55702,1401-55702,N,N,N,0,ND,ND,ND,ND,ND,ND,137,ND,ND,ND,N,Length 175
1994-07-03_SBI_AP_01,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 1:58,1994,7,4,1,58,NA,ASSP,1401-55703,1401-55703,N,N,N,2,ND,ND,ND,ND,ND,ND,138,ND,ND,"JF, DB",N,Length 175
1994-07-03_SBI_AP_02,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 2:20,1994,7,4,2,20,NA,ASSP,1401-55704,1401-55704,N,N,N,0,ND,ND,ND,ND,ND,ND,140,ND,ND,"JF, DB",N,Length 178
1994-07-03_SBI_AP_03,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 2:30,1994,7,4,2,30,NA,ASSP,1401-55705,1401-55705,N,N,N,2,ND,ND,ND,ND,ND,ND,139,ND,ND,"JF, DB",N,Length 176
1994-07-03_SBI_AP_04,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 2:41,1994,7,4,2,41,NA,ASSP,1401-55706,1401-55706,N,N,N,2,ND,ND,ND,ND,ND,ND,140,ND,ND,"JF, DB",N,Length 180
1994-07-03_SBI_AP_05,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 2:53,1994,7,4,2,53,NA,ASSP,1401-55707,1401-55707,N,N,N,0,ND,ND,ND,ND,ND,ND,137,ND,ND,"JF, DB",N,Length 172
1994-07-12_SBI_ESP_01,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:22,1994,7,13,1,22,NA,ASSP,1401-55708,1401-55708,Y,N,N,0,ND,ND,ND,ND,ND,ND,144,ND,ND,"JF, PM",N,NA
1994-07-03_SBI_AP_06,1994-07-03_SBI_AP,7/3/1994,1994,7,3,SBI,SBI,AP,33.487622,-119.028535,7/4/1994 2:58,1994,7,4,2,58,NA,ASSP,1401-55708,1401-55708,N,N,N,0,ND,ND,ND,ND,ND,ND,145,ND,ND,"JF, DB",N,Length 172
1994-07-12_SBI_ESP_02,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:40,1994,7,12,23,40,NA,ASSP,1401-55709,1401-55709,N,N,N,0,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,Length 175
1994-07-12_SBI_ESP_03,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:44,1994,7,12,23,44,NA,BLSP,1401-55710,1401-55710,N,N,N,0,ND,ND,ND,ND,ND,ND,170,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_04,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:48,1994,7,12,23,48,NA,ASSP,1401-55711,1401-55711,N,N,N,2,ND,ND,ND,ND,ND,ND,138,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_05,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/12/1994 23:55,1994,7,12,23,55,NA,LHSP,1401-55712,1401-55712,N,N,N,2,ND,ND,ND,ND,ND,ND,152,ND,ND,"JF, PM",N,"Length 188. Larger than other ASSP. Uniform brown below and above, no hint of any white in rump, feathers in good shape-esp tail in good cond. Dark phase LESP."
1994-08-12_SBI_ESP_07,1994-08-12_SBI_ESP,8/12/1994,1994,8,12,SBI,SBI,ESP,33.482528,-119.041599,8/13/1994 1:14,1994,8,13,1,14,NA,LHSP,1401-55712,1401-55712,Y,N,N,0,ND,ND,ND,ND,ND,ND,153,ND,ND,JF,N,NA
1994-07-12_SBI_ESP_06,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:08,1994,7,13,0,8,NA,ASSP,1401-55714,1401-55714,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,"JF, PM",N,"Feathers extremely worn, tail ratty, primaries worn a lot too."
1994-07-12_SBI_ESP_07,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:15,1994,7,13,0,15,NA,BLSP,1401-55715,1401-55715,N,N,N,0,ND,ND,ND,ND,ND,ND,174,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_08,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:17,1994,7,13,0,17,NA,ASSP,1401-55716,1401-55716,N,N,N,0,ND,ND,ND,ND,ND,ND,132,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_09,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:24,1994,7,13,0,24,NA,LHSP,1401-55717,1401-55717,N,N,N,0,ND,ND,ND,ND,ND,ND,150,ND,ND,"JF, PM",Y,"Small white patches on outer rump, barely noticeable"
1994-07-12_SBI_ESP_10,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:35,1994,7,13,0,35,NA,ASSP,1401-55718,1401-55718,N,N,N,0,ND,ND,ND,ND,ND,ND,139,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_11,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:42,1994,7,13,0,42,NA,LHSP,1401-55719,1401-55719,N,N,N,2,ND,ND,ND,ND,ND,ND,140,ND,ND,"JF, PM",Y,"Small amount of white, but underside of wing appeared to have ""light"" to it, not uniformly dark-almost white tips to coverts under wing"
1994-07-12_SBI_ESP_12,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:50,1994,7,13,0,50,NA,BLSP,1401-55720,1401-55720,N,N,N,3,ND,ND,ND,ND,ND,ND,174,ND,ND,"JF, PM",N,"BP bare and vasc, also slightly ""distended"" or ""swollen."" Female?"
1994-07-12_SBI_ESP_13,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:56,1994,7,13,0,56,NA,ASSP,1401-55721,1401-55721,N,N,N,2,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_14,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:58,1994,7,13,0,58,NA,ASSP,1401-55722,1401-55722,N,N,N,0,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_15,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:59,1994,7,13,0,59,NA,ASSP,1401-55723,1401-55723,N,N,N,2,ND,ND,ND,ND,ND,ND,134,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_16,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:08,1994,7,13,1,8,NA,ASSP,1401-55724,1401-55724,N,N,N,0,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,ND
1994-07-12_SBI_ESP_17,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:09,1994,7,13,1,9,NA,ASSP,1401-55726,1401-55726,N,N,N,2,ND,ND,ND,ND,ND,ND,137,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_18,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:17,1994,7,13,1,17,NA,BLSP,1401-55727,1401-55727,N,N,N,2,ND,ND,ND,ND,ND,ND,177,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_19,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:17,1994,7,13,1,17,NA,ASSP,1401-55728,1401-55728,N,N,N,2,ND,ND,ND,ND,ND,ND,137,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_20,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:25,1994,7,13,1,25,NA,ASSP,1401-55729,1401-55729,N,N,N,0,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
1995-06-24_SBI_ESP_21,1995-06-24_SBI_ESP,6/24/1995,1995,6,24,SBI,SBI,ESP,33.482528,-119.041599,6/25/1995 0:30,1995,6,25,0,30,NA,ASSP,1401-55730,1401-55730,Y,N,N,3,ND,ND,ND,ND,ND,ND,144,ND,ND,ND,N,NA
1994-07-12_SBI_ESP_21,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:28,1994,7,13,1,28,NA,ASSP,1401-55730,1401-55730,N,N,N,2,ND,ND,ND,ND,ND,ND,146,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_22,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:35,1994,7,13,1,35,NA,LHSP,1401-55731,1401-55731,N,N,N,2,ND,ND,ND,ND,ND,ND,149,ND,ND,"JF, PM",Y,Uniformly brown under wings. No white on rump. Dark phase Leach's?
1994-07-12_SBI_ESP_23,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:46,1994,7,13,1,46,NA,ASSP,1401-55732,1401-55732,N,N,N,2,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_24,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 1:58,1994,7,13,1,58,NA,ASSP,1401-55733,1401-55733,N,N,N,2,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_25,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 2:14,1994,7,13,2,14,NA,ASSP,1401-55734,1401-55734,N,N,N,2,ND,ND,ND,ND,ND,ND,137,ND,ND,"JF, PM",N,NA
1994-07-12_SBI_ESP_26,1994-07-12_SBI_ESP,7/12/1994,1994,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 2:30,1994,7,13,2,30,NA,ASSP,1401-55735,1401-55735,N,N,N,0,ND,ND,ND,ND,ND,ND,132,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_01,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 0:07,1994,7,14,0,7,NA,ASSP,1401-55736,1401-55736,N,N,N,0,ND,ND,ND,ND,ND,ND,126,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_02,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 0:28,1994,7,14,0,28,NA,ASSP,1401-55737,1401-55737,N,N,N,0,ND,ND,ND,ND,ND,ND,143,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_03,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 0:40,1994,7,14,0,40,NA,ASSP,1401-55738,1401-55738,N,N,N,0,ND,ND,ND,ND,ND,ND,140,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_04,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 0:56,1994,7,14,0,56,NA,ASSP,1401-55739,1401-55739,N,N,N,2,ND,ND,ND,ND,ND,ND,138,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_05,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 1:03,1994,7,14,1,3,NA,ASSP,1401-55740,1401-55740,N,N,N,2,ND,ND,ND,ND,ND,ND,141,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_06,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 1:07,1994,7,14,1,7,NA,ASSP,1401-55741,1401-55741,N,N,N,2,ND,ND,ND,ND,ND,ND,138,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_07,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 1:23,1994,7,14,1,23,NA,ASSP,1401-55742,1401-55742,N,N,N,0,ND,ND,ND,ND,ND,ND,144,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_08,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 2:10,1994,7,14,2,10,NA,ASSP,1401-55743,1401-55743,N,N,N,0,ND,ND,ND,ND,ND,ND,140,ND,ND,"JF, PM",N,NA
1994-07-13_SBI_AP_09,1994-07-13_SBI_AP,7/13/1994,1994,7,13,SBI,SBI,AP,33.487622,-119.028535,7/14/1994 2:42,1994,7,14,2,42,NA,ASSP,1401-55744,1401-55744,N,N,N,0,ND,ND,ND,ND,ND,ND,136,ND,ND,"JF, PM",N,NA
1994-08-09_SBI_WCliffs_07,1994-08-09_SBI_WCliffs,8/9/1994,1994,8,9,SBI,SBI,WCliffs,33.477633,-119.042881,8/9/1994 23:41,1994,8,9,23,41,NA,ASSP,1401-55745,1401-55745,N,N,N,4,ND,ND,ND,ND,ND,ND,135,ND,ND,JF,N,NA
1994-08-14_SBI_WCliffs_07,1994-08-14_SBI_WCliffs,8/14/1994,1994,8,14,SBI,SBI,WCliffs,33.477633,-119.042881,8/15/1994 2:38,1994,8,15,2,38,NA,LHSP,1401-55746,1401-55746,Y,N,N,0,ND,ND,ND,ND,ND,ND,146,ND,ND,JF,N,NA
1994-08-09_SBI_WCliffs_08,1994-08-09_SBI_WCliffs,8/9/1994,1994,8,9,SBI,SBI,WCliffs,33.477633,-119.042881,8/9/1994 23:32,1994,8,9,23,32,NA,LHSP,1401-55746,1401-55746,N,N,N,2,ND,ND,ND,ND,ND,ND,150,ND,ND,JF,N,"no white band under wing, no white above tail - dark phase"
1994-08-09_SBI_WCliffs_09,1994-08-09_SBI_WCliffs,8/9/1994,1994,8,9,SBI,SBI,WCliffs,33.477633,-119.042881,8/10/1994 0:00,1994,8,10,0,0,NA,ASSP,1401-55747,1401-55747,N,N,N,2,ND,ND,ND,ND,ND,ND,135,ND,ND,JF,N,NA
1994-08-09_SBI_WCliffs_10,1994-08-09_SBI_WCliffs,8/9/1994,1994,8,9,SBI,SBI,WCliffs,33.477633,-119.042881,8/10/1994 0:11,1994,8,10,0,11,NA,ASSP,1401-55748,1401-55748,N,N,N,4,ND,ND,ND,ND,ND,ND,140,ND,ND,JF,N,NA
1994-08-09_SBI_WCliffs_11,1994-08-09_SBI_WCliffs,8/9/1994,1994,8,9,SBI,SBI,WCliffs,33.477633,-119.042881,8/10/1994 0:16,1994,8,10,0,16,NA,BLSP,1401-55749,1401-55749,N,N,N,4,ND,ND,ND,ND,ND,ND,168,ND,ND,JF,N,NA
1999-05-12_SBI_WCliffs_01,1999-05-12_SBI_WCliffs,5/12/1999,1999,5,12,SBI,SBI,WCliffs,33.477633,-119.042881,5/12/1999 23:32,1999,5,12,23,32,NA,ASSP,1401-55751,1401-55751,N,N,N,B,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_01,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 22:59,1999,5,21,22,59,NA,ASSP,1401-55752,1401-55752,N,N,N,B,ND,ND,ND,ND,ND,ND,142,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_02,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:10,1999,5,21,23,10,NA,ASSP,1401-55753,1401-55753,N,N,N,D,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_03,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:24,1999,5,21,23,24,NA,ASSP,1401-55754,1401-55754,N,N,N,B,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_04,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:35,1999,5,21,23,35,NA,ASSP,1401-55755,1401-55755,N,N,N,D,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_05,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:45,1999,5,21,23,45,NA,ASSP,1401-55756,1401-55756,N,N,N,D,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_06,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:52,1999,5,21,23,52,NA,ASSP,1401-55757,1401-55757,N,N,N,B,ND,ND,ND,ND,ND,ND,136,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_07,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:57,1999,5,21,23,57,NA,ASSP,1401-55758,1401-55758,N,N,N,B,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_08,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/21/1999 23:59,1999,5,21,23,59,NA,ASSP,1401-55759,1401-55759,N,N,N,PD,ND,ND,ND,ND,ND,ND,141,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_09,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:00,1999,5,22,0,0,NA,ASSP,1401-55760,1401-55760,N,N,N,B,ND,ND,ND,ND,ND,ND,139,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_10,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:01,1999,5,22,0,1,NA,ASSP,1401-55761,1401-55761,N,N,N,B,ND,ND,ND,ND,ND,ND,142,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_11,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:06,1999,5,22,0,6,NA,ASSP,1401-55762,1401-55762,N,N,N,B,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_12,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:10,1999,5,22,0,10,NA,ASSP,1401-55763,1401-55763,N,N,N,B,ND,ND,ND,ND,ND,ND,140,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_13,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:25,1999,5,22,0,25,NA,ASSP,1401-55764,1401-55764,N,N,N,PD,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_14,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:34,1999,5,22,0,34,NA,ASSP,1401-55765,1401-55765,N,N,N,B,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_15,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:36,1999,5,22,0,36,NA,ASSP,1401-55766,1401-55766,N,N,N,B,ND,ND,ND,ND,ND,ND,132,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_16,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:37,1999,5,22,0,37,NA,ASSP,1401-55767,1401-55767,N,N,N,B,ND,ND,ND,ND,ND,ND,138,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_17,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 0:58,1999,5,22,0,58,NA,ASSP,1401-55768,1401-55768,N,N,N,D,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_18,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:01,1999,5,22,1,1,NA,ASSP,1401-55769,1401-55769,N,N,N,PD,ND,ND,ND,ND,ND,ND,138,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_19,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:14,1999,5,22,1,14,NA,ASSP,1401-55770,1401-55770,N,N,N,B,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_20,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:23,1999,5,22,1,23,NA,ASSP,1401-55771,1401-55771,N,N,N,D,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_21,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:30,1999,5,22,1,30,NA,ASSP,1401-55772,1401-55772,N,N,N,B,ND,ND,ND,ND,ND,ND,131,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_22,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:41,1999,5,22,1,41,NA,ASSP,1401-55773,1401-55773,N,N,N,B,ND,ND,ND,ND,ND,ND,140,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_23,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:55,1999,5,22,1,55,NA,ASSP,1401-55774,1401-55774,N,N,N,B,ND,ND,ND,ND,ND,ND,132,ND,ND,SW,N,NA
1999-05-21_SBI_ESP_24,1999-05-21_SBI_ESP,5/21/1999,1999,5,21,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:56,1999,5,22,1,56,NA,ASSP,1401-55775,1401-55775,N,N,N,B,ND,ND,ND,ND,ND,ND,133,ND,ND,SW,N,NA
1999-06-10_SBI_AP_03,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/1999 22:50,1999,6,10,22,50,NA,BLSP,1401-55776,1401-55776,N,N,N,D,ND,ND,ND,ND,ND,34,182,ND,ND,SW,N,NA
1999-06-10_SBI_AP_04,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/1999 23:24,1999,6,10,23,24,NA,ASSP,1401-55777,1401-55777,N,N,N,D,ND,ND,ND,ND,ND,ND,137,ND,ND,SW,N,NA
1999-06-10_SBI_AP_05,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/1999 23:43,1999,6,10,23,43,NA,ASSP,1401-55778,1401-55778,N,N,N,B,ND,ND,ND,ND,ND,ND,140,ND,ND,SW,N,NA
1999-06-10_SBI_AP_06,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/1999 23:46,1999,6,10,23,46,NA,ASSP,1401-55779,1401-55779,N,N,N,D,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-06-10_SBI_AP_07,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/10/1999 23:52,1999,6,10,23,52,NA,LHSP,1401-55780,1401-55780,N,N,N,D,ND,ND,ND,ND,ND,ND,136,ND,ND,SW,N,prominent white patches
1999-06-10_SBI_AP_08,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 0:02,1999,6,11,0,2,NA,ASSP,1401-55781,1401-55781,N,N,N,B,ND,ND,ND,ND,ND,ND,135,ND,ND,SW,N,NA
1999-06-10_SBI_AP_09,1999-06-10_SBI_AP,6/10/1999,1999,6,10,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 0:11,1999,6,11,0,11,NA,ASSP,1401-55782,1401-55782,N,N,N,PD,ND,ND,ND,ND,ND,ND,134,ND,ND,SW,N,NA
